id,area,content,count,date,link,page,time,title
10,中正區,信義房屋統計房價成交資料，比較去年第2季到今年第3季的北市平均電梯大樓房價變化，其中北市蛋黃區的大安和信義區每坪跌逾10萬元最多，文山、萬華、南港反而優於精華區。比較從去年第2季到今年第3季的5季以來，台北市12個行政區中，有9個行政區的平均房價下跌，其中市中心的蛋黃區房價跌幅最重，包括大安區、信義區、中正區與松山區，房價下跌幅度位居北市的前四名，其中大安區與信義區的電梯大樓每坪跌逾10萬元。信義房屋不動產企研室專案經理曾敬德表示，市中心區域因為房價水準最高，加上又是打房政策主要對象，因此成為此次房價下跌的震央，且市中心房價下跌趨勢向外擴散，和過去一年相比台北市房價幾乎全面下跌，且大台北以外的地區也逐漸感受到北部房價修正帶來的涼意。根據信義房屋統計北市每季度的房價表現來看，電梯大樓修正最大的地區為大安區，平均房價從2014年第2季的每坪102.4萬元，修正至今年第3季的每坪87.6萬元，下修15%；信義區則從每坪101.3萬元，下跌至每坪88.1萬元，下修13%；這兩區房價每坪跌逾10萬元，雙雙跌破高檔每坪百萬元的房價水準。以大安區的指標成功國宅為例，景氣高點時每坪成交約72萬元到75萬元，目前現在行情每坪63萬元到65萬元，若行情破盤，很快又有買方順利成交，顯見雖然市中心區域房價經歷一段修正，但是中心的區域優越性與生活的便利性不變，價格經歷修正後的確可吸引買方進場購屋。相對平價的區域，包括大同區、萬華區與文山區等買氣較穩定，尤其以首購自住客為主的購屋區段，房價與交易量相對穩定，若與過去兩年的房價高檔相比，房價仍有一定的修正，但表現略優於市中心的蛋黃區。曾敬德表示，台北市房市經歷政策的震撼洗禮後，從去年第2季起價格轉變，經歷5季以來的房價修正，尤其近半年的價格修正最明顯，當前能夠順利成交的屋主大多能體認到市況欠佳，因而願意讓價加快銷售速度。,11,2015-10-21,http://udn.com/news/story/6/1262798,1,12:18:36,20個月 大安信義電梯房價跌逾10萬
11,中正區,信義房屋統計北市大樓近一年房價變化，外界認為最抗跌的蛋黃區反而跌最重，大安區一坪重跌近15萬元，信義區也每坪下修13萬元，雙雙跌破先前一坪百萬行情。根據信義房屋資料，北市電梯大樓成交價格，今年第3季和去年第2季相比，12個行政區中，有九個平均房價下跌，跌幅前四名分別是大安區15%、信義區13%、中正區9%、松山區8%，都是蛋黃區。信義房屋企研室專案經理曾敬德表示，市中心區因為房價最高，加上又是政策主要打擊的對象，因此出現過去少見的房價領跌情況，成為此次房價下跌的震央所在。他表示，現況顯示，市中心房價下跌趨勢正向外擴散，和過去一年相比，台北市房價幾乎呈現全面下跌，且大台北以外的地區也逐漸感受到北部房價修正帶來的涼意。根據信義房屋統計北市近一年來各季房價表現，住宅大樓修正最多的地區落在大安區，平均房價從2014年第2季的每坪102.4萬元，修正至現在的每坪87.6萬元，一坪下跌14.8萬元，跌幅達15%。大安區不只高價產品下跌，指標國宅成功國宅景氣高點時每坪成交72~75萬元，現在行情則僅在每坪63~65萬元左右。信義區則從每坪101.3萬元，下跌至每坪88.1萬元，也跌了13萬元、13%。由於大安區與信義區房價重跌，北市目前已沒有大樓百萬單價房市區，連九字頭也沒有，直接滑落到八字頭。曾敬德表示，台北市房市價格拐點出現在去年第2季，經歷一年多的房價修正後，越來越多低於實價行情的成交案例出現，尤其是最近半年的價格修正最為明顯，房市接下來的觀察重點在修正回檔的價格能否找到支撐，吸引買方回籠。,12,2015-10-21,http://udn.com/news/story/6/1262782,1,12:05:05,蛋黃區重跌！大安區一坪跌15萬元
12,中正區,房價下修趨勢已從蛋黃區漸漫延開來。信義房屋統計房價成交資料顯示，今年第3季和去年第2季的北市平均電梯大樓房價變化，其中台北市的12個行政區中，有9個行政區的平均房價下跌，其中市中心的蛋黃區房價跌幅最重，包括大安區、信義區、中正區與松山區，房價下跌幅度位居北市的前四名，其中大安區與信義區的電梯大樓每下跌超過10萬元。信義房屋不動產企研室專案經理曾敬德表示，市中心區域因為房價水準最高，加上又是政策主要打擊的對象，因此成為此次房價下跌的震央所在，且市中心房價下跌趨勢向外擴散，和過去一年相比台北市房價幾乎呈現全面下跌，且大台北以外的地區也逐漸感受到北部房價修正帶來的涼意。根據信義房屋統計北市每季度的房價表現來看，住宅大樓修正最大的地區落在大安區中，平均房價從2014年第2季的每坪102.4萬元，修正至現在的每坪87.6萬元，信義區則從每坪101.3萬元，下跌至每坪88.1萬元，大安區與信義區的房價下跌每坪超過10萬元，且雙雙跌破高檔每坪百萬元的房價水準。,13,2015-10-21,http://udn.com/news/story/6/1262724,1,11:35:05,蛋黃區房價失守 大安信義每坪跌10萬
13,中正區,軟Q的豬腳與鹹香的滷汁，是大人小孩都喜愛的庶民美食，但要將豬腳滷得入味，又沒有豬腥味並不簡單，位於延平南路的鄭記豬腳飯，經營60年，傳統的老味道培養一群死忠饕客。鄭記豬腳飯位於古蹟撫臺街洋樓旁，豬腳肉飯、東坡肉飯、虱目魚肚飯都很受好評；點餐時，可看到鍋裡的陳年老滷，將鍋子邊緣浸得焦黑，一塊塊焢肉與豬腳在鍋中滷得焦甜，令人垂涎三尺。招牌豬腳飯用碗公裝盛，白飯鋪滿小黃瓜、酸菜、滷蛋等配菜，再疊上數塊豬腳肉，淋上滷汁，鹹中帶甜，可以連扒好幾口飯，豬腳皮又Q又軟嫩，也不易覺得膩口，一張百鈔就可吃得很飽。店內的大骨湯也是公認的美味，只要點餐，無限取用，數十隻大骨在鍋裡熬得入味，有菜頭大骨湯、竹筍大骨湯、冬瓜大骨湯等，依不同的時令季節供應，是鄭記豬腳飯中最亮眼的配角。怎麼去地址：台北市中正區延平南路22號電話：（02）23711366營業時間：周一至周六早上10時至晚上8時,14,2015-10-23,http://udn.com/news/story/7205/1262049,1,11:19:51,豬腳飯香Q軟嫩 傳統庶民美食的老味道
14,中正區,自今年7月沉寂多年的南機場整宅都更重新啟動後，北市都更似乎又燃起一絲希望，台灣房屋調查南機場一二三期公辦都更整宅，以及鄰近的南機場13號基地自辦都更整宅，近二年住家實價正常買賣交易，並比較最高與最低的成交單價。結果發現一二三期整宅近兩年最高成交價都落在每坪55萬左右，而去年高低價差比為57.3%，今年則縮短為17.8%；而反觀十三號基地整宅最高與最低成交價價差比達108.3%，最低每坪33.9萬，最高一坪可成交到70.6萬。台灣房屋智庫發言人張旭嵐表示，以價差比來看，自辦都更整宅的買方對於都更後期待效果更為明顯。南機場十三號基地都更範圍為萬華區萬大路以東，西藏路以南、雙和街以北之街廓內，包含萬大路137巷、187巷、1弄及3弄既有街道，屬於第一種商業區，容積率360%。實價資料顯示十三號基地整宅最高成交單價70.6萬，總價為670萬。而與十三號基地相距僅250公尺的，是最近頗具話題性的一二三期整宅，隸屬中正區門牌，位於中華路二段與西藏路交叉口一帶，屬於第三種住宅區，容積率225%。不過它去年最高成交價為每坪55.2萬，最低為35.1萬，價差20.1萬，價差比為57.3%；而今年最高交易單價為每坪55.5萬，最低為47.1萬，價差比降為17.8%。張旭嵐分析，去年的低價可能是第一手屋主出售，因取得成本低，屋況已舊，提早獲利了解，因此高低價差較大。從近兩年的實價觀察，一二三期整宅並沒有創高價的成交行情，公辦都更後的產品為國民住宅，會有五年內不得出售等限制，所以都更後的產品對投資客與建商吸引力不大，因此仍為自住需求買盤，都更前價格仍回歸到物件本身的屋況條件，如裝潢、面綠地與否、高低樓層差等。,15,2015-10-20,http://udn.com/news/story/6/1260457,1,13:11:09,南機場都更宅 高低價差僅8萬
15,中正區,你知道台灣的有錢人都住在哪裡嗎？而且全台灣貧富差距最大的地方竟然不是在雙北！根據財政部資料統計指出，這些財富分布狀況結果，恐怕會讓不少人跌破眼鏡。而財政部資料也指出，全台10大最有錢的里由台北市信義區安康里奪冠，新竹縣竹北市十興里排第2、高雄市左營區福山里第3。然而，5年前全台10大最有錢里有8個在台北市，這次卻全部大洗牌。而根據關鍵評論網報導指出，全台六都的高收入和低收入的村里分布也有頗值得玩味之處。台北：士林區陽明山和大安區是高收入村里最密集的地區，收入最低的是士林區社子和萬華區。高雄：鳥松區是高收入村里最密集的地區。越往山區收入越低。苓雅區西北部和前金區是高收入村里最密集的地區。收入最低的地區是旗津區。台中：西屯區、西區是高收入村里最密集的地區。收入最低的地區是霧峰、太平、新社近南投的山區。台南：東區是高收入村里最密集的地區。收入最低的地區是將軍、七股等沿海地區和南化、左鎮等山區。桃園：桃園區是高收入村里最密集的地區，比中壢區還密集。收入最低的地區是大園、觀音等沿海地區和復興區。另外，從全台貧富差距觀察發現，在台灣六都之中，貧富差距最大的竟然落在彰化縣大村鄉。大村鄉的課稅所得平均有120萬元，變異係數比第二名的中正區高很多。仔細觀察大村鄉的課稅所得平均數有120多萬元，代表有超級有錢的家庭在拉高平均。北海岸、東北角多數鄉鎮市區和宜蘭礁溪、圓山、三星等鄉鎮，都屬於收入偏低、貧富差距較大的區域，,16,2015-10-20,http://udn.com/news/story/7238/1260120,2,10:10:07,貧富差距、全台有錢人居住地 大洗牌 ！
16,中正區,北市目前仍有約3萬戶，供水的給水管仍使用鉛管，北市議員謝維洲要求台北自來水事業處應公布鉛管圖資，供民眾審視，明年做到零鉛管；但北水處副處長陳曼莉表示，避免大眾疑慮，目前不考慮公布圖資，但不排除未來會提供給民眾查詢。北水處資料顯示，北市目前的鉛管率仍有1.7％，總長15萬7067公尺。陳曼莉說，單一鉛管水栓長度30公尺以上，恐有鉛溶出疑慮，因此北水處98年起針對鉛管長度20公尺以上的水栓優先汰換，102年已全數汰換完成。謝維洲表示，鉛管在68年就全面禁用，居然現在北市還100多公里的鉛管線，相當於繞大安森林公園近50圈，鉛管大多集中在中正、萬華區，中正區鉛管總長度超過19公里，是北市所有行政區中最長的。他還表示，鉛管汰換關乎大眾用水安全，但北水處動作慢半拍，沒有提出清查鉛管的對策，針對老舊建築水質資料也沒有相關檢驗數據，比起蘇迪勒颱風的黃水問題，鉛水問題更讓人擔憂。市議員童仲彥昨在市議會工務部門質詢時也批評，北水處根本搞不清楚台北到底哪裡有鉛管，直到現在才開始清查。陳曼莉則回應，因有些鉛管已陸續汰換，北水處將進行全面清查，更新圖資資料，預計明年3月全面清查完成。謝維洲認為北水處應公布相關圖資，他舉例，像犯罪、性侵熱點都可以公布，鉛管影響用水安全，也應該公布，讓民眾了解住家給水管是否為鉛管。陳曼莉回應，目前北市內的水質經北水處測試均安全無虞，針對公布鉛管圖資，因圖資內容複雜，為避免引發民眾恐慌，在鉛管清查完成後，不排除擬定一個模式，供民眾電話或網路查詢。,17,2015-10-20,http://udn.com/news/story/7323/1259908,2,06:43:30,供水鉛管在哪 北水處暫不公布
17,中正區,位於基隆市祥豐街上的「瘋81輕食廚房」，裝潢可愛溫馨，餐點種類豐富，包括燉飯、披薩、義大利麵，還有不到200元的早午餐，分量豐富，讓晚起的人也能吃飽飽，大呼滿足。瘋81輕食廚房店內採光佳，裝潢呈現雜貨風，擺滿各式裝飾品，還有小木馬，氣氛輕鬆愉悅，許多人一走進門，便瘋狂拿手機拍照。老闆是在地基隆年輕人，餐點非常多樣化，各式披薩、義大利麵、早午餐、燉飯、法式三明治等，應有盡有，也是三五好友聚會談心的好地點。招牌瘋味早午餐，是店內人氣商品，大盤子上擺滿火腿、堅果、德式香腸、全麥麵包、松露炒蛋、沙拉及薯條，色彩繽紛的食材，光看就令人食指大動。軟嫩的炒蛋很滑口，搭配松露的鹹味，絕妙好滋味，讓人吃了還想再吃。青醬嫩雞排義大利麵，在自製青醬翻炒的麵上，放上一大塊炸雞排，挑逗味蕾神經。雞排約手掌大小，外層香酥脆，內層肉質軟嫩，飽足感十足，搭配青醬清爽的口感，完全不膩口。怎麼去？地址：基隆市中正區祥豐街81號電話：(02)2462-2655營業時間：11:00至21:00（周二公休）推薦商品：瘋味早餐、青醬嫩雞排義大利麵,18,2015-10-19,http://udn.com/news/story/7210/1252033,2,09:23:00,早午餐豐富、裝潢可愛 走進瘋81先拍張照
18,中正區,台北市中正區羅斯福路三段公館商圈一家位於一樓的眼鏡行，今天中午12時許突然起火燃燒，火勢迅速蔓延波及二、三樓的髮廊，當時一名白姓髮廊員工（18歲）正在3樓上廁所，出來後發現已經沒有退路。台北市消防局派出多輛消防車到場搶救，消防員拿出長梯架在三樓窗外，將以受到輕微嗆傷的白姓員工救出；火勢不久被撲滅並確認無人受困。警消發現起火點可能是店家招牌附近，確實起火原因還要進一步調查。,19,2015-10-18,http://udn.com/news/story/2/1256800,2,16:37:04,公館商圈店家起火 嗆傷店員長梯救出
19,中正區,如果說珍珠奶茶是台灣最受歡迎飲料大概不為過，許多飲料店一定都點得到這款飲品，Q彈的珍珠加上香甜的奶茶，無論大人小孩都喜歡喝。OpenRice特別蒐集了北中南的珍珠奶茶代表，來看看網友們怎麼說~基隆─廖媽媽珍珠奶茶專賣舖位在基隆火車站附近的廖媽媽，小小的店面雖然在2樓，卻幾乎是全基隆的學生都知道的名店。牆上貼著喜歡廖媽媽的同學們寫的感謝狀。食家Wupipa分享：沿著樓梯上來的地方，可以看到許多廖媽媽正面的報導，就連之前的塑化劑風波，廖媽媽也是在安全的名單內。台中-郭姐茶坊現址位於台中的郭姐茶坊，原本是台南的超人氣老店，是家經營20多年的老字號了。招牌的無糖鮮乳波霸，強調以黑糖蜜波霸搭配美國優質鮮奶。除了可以喝到香濃的鮮奶外，還可以享有波霸QQ的口感。獨特的風味風靡不少女性朋友。食家豹紋貓推薦：無糖鮮乳波霸，很適合不嗜糖的人，香濃的鮮奶伴著Q軟有嚼勁的波霸，緩緩在口中嚼咬，蜜過黑糖的波霸不斷釋放出香氣與甘甜，超好喝。店內的冷飲都是使用黑糖來調整甜度；鮮奶則是使用比較少見的美國科克蘭全脂鮮乳。台南-葵米手作珍珠飲品專售 Queenny主打珍珠的葵米，強調店內販賣的珍珠是每天熬煮，不添加任何色素；焦糖珍珠則是以柳營鮮奶熬煮，沒有茶的成份只有珍珠甜度，沒有加糖。食家十點小公主分享：珍珠咬起來十分Ｑ彈，魚池紅茶有著很醇厚的紅茶味。高雄-樺達奶茶沒有高雄人不知道的樺達奶茶，也是觀光客來高雄必吃的傳統老店，樺達奶茶有幾項老店的堅持1.用蓋子不用封膜，因為擔心塑膠封膜遇熱會產生毒氣、2.不加冰塊，因為冰塊離開冰箱後放到冰桶容易產生大腸桿菌超標的問題、3.不加糖，因為茶都是調好甜度，選茶就是選甜度，不另外加糖水。食家芮妮推薦：樺達的珍珠很好咬，卻也還是Q的不會過於軟爛，本身不甜的普洱+珍珠，就可以喝到原始的茶味，加上珍珠粉圓咬下去原有的甜味，整杯喝起來就不會太無趣。台北-陳三鼎黑糖粉圓鮮奶專賣店說到公館必吃美食， 陳三鼎黑糖粉圓鮮奶專賣絕對榜上有名。每次經過都可以看到排隊人潮，也算是知名的飲料老店。食家胖大叔分享：陳三鼎的珍珠軟硬剛好，用黑糖熬煮出來的珍珠，更是愈嚼愈香。建議點無糖或微糖，讓黑糖珍珠本身的蜜甜搭配鮮奶，甜度最剛好。鮮奶的搭配沖淡了黑糖珍珠的黏膩，讓珍珠不再如此黏牙。全台網友推薦珍珠奶茶一覽：1.基隆─廖媽媽珍珠奶茶專賣舖地址：基隆市仁愛區孝三路84號2樓電話：02242303982.台中-郭姐茶坊地址：台中市西屯區台灣大道三段402號電話：04270032223.台南-葵米手作珍珠飲品專售 Queenny地址：台南市中西區慶中街196號電話：0621605054.高雄-樺達奶茶地址：高雄市鹽埕區新樂街99號電話：0755121515.台北-陳三鼎黑糖粉圓鮮奶專賣店地址：台北市中正區羅斯福路三段316巷8弄1號電話：0223677781,20,2015-10-17,http://udn.com/news/story/7188/1250365,2,11:21:00,珍珠Q彈奶茶香 5家「珍珠奶茶」網友大推薦！
20,中正區,親民黨基隆市立委參選人劉文雄今赴中正區信一路踩街拉票，劉文雄批競爭對手、同為基隆市立委參選人的郝龍斌說，排擠其他擬參選的議員，「和換柱沒兩樣。」劉文雄說，郝龍斌的參選跟洪秀柱情況一樣，是把前面五個已經登記的人資格重新擬定，由他登記參選後才正式做民調，「這跟換柱情況一樣，就是一定要讓郝龍斌選，其他人都不能選」。但其他被換掉的議員，居然也甘心幫郝輔選，劉文雄話鋒一轉，說他為此感到遺憾，但也「真心佩服這些過去的老朋友。」,21,2015-10-16,http://udn.com/news/story/1/1252625,2,10:54:09,劉文雄：郝龍斌空降 和換柱沒兩樣
21,中正區,民政局昨表揚績優、資深里鄰長，共210人獲獎。80歲的萬華區福音里長王文塗，是這次表揚名單中最年長的里長；中正區幸福里長蘇宏仁擔任里長40年，為年資最久的里長。談起「漫長」里長生涯，兩人不約而同表示，為民服務一點也不會累，王文塗更笑著說「要做到90歲」。今年共有27位績優里長、12位資深里長，以及171位服務滿20年的資深鄰長獲獎，由市長柯文哲頒獎。但大同區建功里長周志賢在台上受獎時，突然高舉寫著「抗議」的布條，抗議績優里長標準不公平，都由區長一人決定，他從未得過績優里長獎，自認是因和區長不和。柯文哲表示，績優里長應訂定明確規則，什麼幾分、算點數，以後會訂平衡計分卡規定。大同區長謝正君說，績優里長都是里長自己提報事蹟，區公所成立評審委員會共同評分。委員會成員包括區公所、警分局、消防隊、戶所、健康服務中心，區長不會參與，應該是里長有誤會，會再和里長溝通。76歲的蘇宏仁，不僅父親曾擔任里長，就連岳父也曾是里長，太太也因里長聯誼活動而認識，堪稱是「里長世家」。蘇表示，從小耳濡目染，對里長工作並不陌生，年紀雖大，但沒想過要退休，天天活動對身體也有益。談起40年「里長史」，蘇宏仁表示，早期里長幫忙處理家庭糾紛，像夫妻吵架、小孩子不聽話等，但隨國民水準提高，里長服務變成爭取里民權益，近年他還設置LINE群組，方便里民隨時通報。擔任里長30年的王文塗，雖已高齡80，卻一點也不糊塗，天天在里內巡邏，颱風天更一定會出外巡查。只要里民一通電話，即便在吃飯，也會放下碗筷為民服務，女兒更是他為民服務的得力助手。中山區聚葉里17鄰鄰長張孔明已92歲，是這次受獎者中年紀最大的鄰長。他擔任鄰長已42年，鄰居只要停水停電或門口有貓大便，都會找他幫忙。,22,2015-10-16,http://udn.com/news/story/7323/1252119,2,08:24:01,服務不嫌累 老里長要做到90歲
