_id,area,content,count,date,like,link,page,title
150,松山區,前任台北市長郝龍斌，投入基隆市立委選舉，勤跑基層，承諾將以治理台北市經驗為基隆市民謀福利。基隆市位於北北基生活圈的外圍，基隆市的交通內部郝將引入台北市的捷運經驗，研擬過交通部預算的郝龍斌，也提到可以空汙基金發展基隆的大眾交通運輸，將基隆與台北的連結做得更加緊密。郝龍斌擔任台北市長八年，任內完成各項建設，各區市民運動中心，串聯全區河濱自行車道、三重、蘆洲、信義、松山等線通車。松山機場成為國際機場。從台北往來東京、首爾、中國大陸更為便利。台北首創的Ubike，更是結合了運動與慢活理念。基隆市要如何不繼續在北北基中被邊緣化，擁有更好的生活機能，或許最近勤跑基層的郝龍斌將有答案。【郝龍斌小檔案】學歷臺北市立成功高級中學畢業國立臺灣大學農業化學系畢業美國麻州州立大學食品科技博士經歷中華民國紅十字會總會顧問立法院（第三屆）委員行政院環境保護署（第六任）署長中華民國紅十字會秘書長臺北市市長（第四屆）臺北市市長（第五屆）中國國民黨副主席臺北市政府顧問(中時電子報)出版編輯：陳慧仙校正編輯：謝宗龍,25,2015/10/16 00:00,4/10,http://www.chinatimes.com/realtimenews/20151016002929-260407,4,基隆／台北治理經驗替基隆謀福利
151,松山區,《鄉愁》這首簡短的詩，對我們來說再熟悉不過了，透過詩，我們以為自己看到了台灣。然而，那麼對岸人民的內心真的都是這樣子嗎？我們在被濾的一絲雜質不剩的新聞中，一遍遍證實我們狂熱的民族心，進而確信世界局勢就是我們想看到的那樣子。當然隨大流的想法是最安全的，即使對事實一無所知，也可以裝作義憤填膺的樣子，捍衛脆弱的群體尊嚴，並在其中獲得道德的自豪感。然而也可以至少什麼都不說，靜靜的去感受就好。因為赴台灣升學的緣故，我得以有機會第一次去到台北，也有機會花較長的時間待在台北。我搭乘的飛機降落在傍晚時分的台北松山機場。這一個靠近市區的機場，讓我在飛機還未落地，就可以迫不及待地觀賞到市區的夜景。眼中的台北，熟悉，好像讓我覺得是大陸的某一個城市，有密密麻麻的建築，交通幹道上車流不息；陌生，因為從來沒有到過，並且淅瀝滴著雨，潮溼到無處落腳。進入這個城市的第一站，便是久聞其名的台北捷運。繁體字書寫的指示牌，沒一、兩分鐘就來一班的列車，時代感與現代感的交融，在這個城市的每一個角落彌漫著。這個城市留下了太多日治時代的痕跡，古樸的樓宇，橫生交錯的小巷，整潔的街道，行人也多，但沒有覺得凌亂，也沒有吵吵嚷嚷。有很現代化的裝飾，嵌套在很破舊的大樓上。從大陸的大城市過來的人，或許會覺得台北不像大城市。整個城市不大，高樓很少，建築不華麗，到哪都能看的到101大樓。這裡的人民也如韓寒《太平洋的風》所寫，禮貌友善，服務讓人受寵若驚。或許，這個城市之下看不見的東西，恰恰是我們所缺少的。同一個民族的兩個地區分隔一個多世紀之久，前半個世紀是因為一場侵略，後半個世紀是因為一場內戰。統一，似乎是大陸的心病，獨立，估計是另一岸的歸屬。兩岸遙遙相望，除了地域上那一灣淺淺的海峽，還有兩岸人民心中不了解與不交流的鴻溝。對於兩岸的未來，究竟要往何處去？不同一邊都可以迫不及待拋出一大堆看法，並且可以是截然相反，非此即彼，有我無你，勢不兩立。在這種關乎對立的問題上，一切理性的思考和客觀的分析，都可以被強烈的民族情感、自由主義所淹沒。對於大陸，勢必想要盡快與台灣統一；對於台灣，則更多的形成「台灣」認同，與「中國」的概念不同。而統一的人，究竟想要統一什麼，是中國版圖更大，還是台灣人民生活更好？獨立的人，僅僅想擺脫中國的影響，還是為了尋求台灣更好的出路？當我們在談兩岸關係的時候，我們在談什麼，我們有沒有將自己的觀點強加於他人之上？法西斯從來沒有停止過，因為排除異己的思想隨處可見；恐怖主義也將繼續，因為崇尚暴力征服的觀念獲得了掌聲。原本美好的事情，總有製造真相者的攪局。我們的出生帶著膚色、配上戶籍，那我們真實的靈魂就是這些嗎？讓戶籍來決定我們一生的思考？我不想讓膚色與戶籍代表我的想法，我只想代表我自己，讓歷史得到它想要的答案。無論各自立場如何，即使未必相一致，但至少要能夠銘記歷史。銘記歷史不是讓我們仇恨，而是讓我們保持警醒。(旺報),26,2015/10/13 00:00,1160,http://www.chinatimes.com/newspapers/20151013001039-260306,5,鄉愁的另一邊
152,松山區,為期9天的2015年桃園亞太聽障運動會今日圓滿落幕，中華隊挾著地主優勢一舉奪得27金、17銀、21銅，不但高居獎牌榜第一，技壓各參賽國家，更創下歷屆參賽最佳成績；本屆賽事代言人王世偉在田徑賽200公尺及400公尺接力摘下2面金牌，100公與1600公尺接力項目拿2面銀牌，成為本屆賽事風雲人物。桃園市政府晚間在桃園市立體育館特地席開100桌，宴請各國菁英選手，讓為期9天的精彩賽事圓滿落幕。桃園市首度承辦綜合性國際賽事，籌備處盡全力在場地、競賽、交通及醫護等各方面提供優質的服務，期盼能讓遠道而來的朋友留下美好的回憶。市長特別感謝國際聽障運動總會、亞太聽障運動總會及教育部體育署的指導，主辦單位中華民國聽障者體育運動協會及本府各局處、學校等精心籌劃本屆賽事，齊心為本屆賽事努力。大會會長鄭文燦表示，感謝各國參賽的優秀選手及隊職員在整個賽事中的努力與付出，帶給觀眾如此精彩的國際級賽事，往後如果還有機會，桃園也將盡力做到更好。此外，大會也非常感謝中華民國各單項協會、國立體育大學、桃園市體育會各單項委員會及所有參與本次賽會之志工們等全力支援，沒有大家全力支持，賽事無法順利圓滿。因為有你們的協助與無私的付出，得以成就本次賽會，在在展現台灣民眾對於舉辦體育賽事的重視及支持，也感謝所有參與本賽事的來賓以及本市民眾的熱情參與。本次大會特以油紙傘結合各國國旗作為開閉幕進場單位牌，於賽會尾聲將桃園市的心意獻給各國代表團，表達歡迎及感謝之意。此外，今日的閉幕典禮桃園市以台灣傳統「辦桌」的方式呈現，精心挑選十道菜色，除了象徵十全十美外，更融合了桃園各區特色食材，希望各國選手感受獨具桃園魅力之特色餐飲，依序為大溪豆干拼盤、觀音蓮子八寶飯、石門蔥油活魚、大園無骨香油雞、復興蜜桃排骨酥、中壢新明牛肉湯、蘆竹脆筍燉四寶、八德時疏扣干貝、龍泉飄香綠豆糕以及桃園當季水果等款待貴賓，勢必令人口齒留香，流連忘返。本賽會閉幕歡送晚宴係由萬能科技大學餐飲管理系為各國選手獻上美味佳餚，並結合永平工商餐飲科以亂打秀及花式調酒帶來精彩的上菜秀，為晚宴揭開序幕，接著，宋坤傳藝將帶來璀璨晶龍及祈福千手鼓表演，以「龍耀臺灣」意味「榮耀台灣」，並透過千手鼓的表演為所有朋友送上祝福；再由剛拿下2015世界歐亞聽障選美比賽亞洲區冠軍的林靖嵐率隊帶來精彩的舞蹈表演；接著由桃園市政府客家事務局輔導的萍影舞集帶來富有客家風情的演出；國家級表演團隊九天民俗技藝團也將帶來富有濃濃臺灣味的演出；最後由屢次在全國原住民舞蹈比賽之常勝軍，來自桃園的原林舞集，帶來原住民族傳統舞蹈，並與選手共舞，好不熱鬧，此外，也將透過閉幕花絮之影片為大家做賽事精彩回顧。本賽事從賽程安排、場地規劃、傷害防護、接待、交通、醫療、住宿等，桃園市都是用最認真的態度來接待這群安靜的勇士，賽事、賽務均獲國際官員及各國領隊、選手的讚許。推展體育向來都是政府重要的工作，特別是針對弱勢族群，桃園市未來將多加舉辦特殊族群的體育活動，讓他們有機會接觸人群，並給予肯定自我的舞台，因此，我們特別重視及支持本次賽事。希望透過本賽會帶動民眾關注體育活動，也同時喚起全民對於聽障運動的重視，進而給予支持。明年2月份，台灣燈會將在桃園舉辦，歡迎所有喜愛桃園的朋友再次造訪本市，體驗桃園之美。(中時電子報)出版編輯：黃邱倫,27,2015/10/11 00:00,607,http://www.chinatimes.com/realtimenews/20151011002967-260403,5,亞太聽障運動會落幕 中華隊27金最風光
153,松山區,儘管上屆HBL新人王兼MVP高國豪今天讀秒階段4罰中1，松山高中仍以71比68險勝南湖高中，預賽3戰全勝、D組第1挺進12強複賽，賽後松山教練黃萬隆怒摔水瓶發洩，今天拿下17分、5籃板及3助攻的高國豪說：「我想當時罰球自己有點急，其實我不緊張，應可罰進才對。」高國豪坦承，從上屆HBL協助松山奪冠至今，他認為自己最大問題，仍在學習如何帶領球隊，「我的溝通能力不好，很少會去主動出聲講話，儘管我在賽前不斷練習出聲，卻一直沒法做好。至於個人球技，我的運球仍然不好，不少基本動作也要加強，還需繼續努力學習。」為何最後關頭4罰中1？高國豪表示，前兩次罰球都沒進，讓他更急著想要彌補回來，結果第3罰又沒進，連他自己都很意外，「我想這就跟我們當前團隊狀況一樣，包含我在內，都需磨合與調整。」陳建銘替松山拿下16分，莊家誠也有12分、11籃板。黃萬隆賽後倒是並不怪罪高國豪4罰中1，畢竟高國豪先在最後21秒投進穩住戰局的三分球，松山才有辦法留住勝利，黃萬隆說：「我們真的累了，從打完信念盃到現在，我們已經連9天打了10場比賽，這是場耐力考驗，我只能用人員輪轉因應，甚至孫思堯感冒剛好，今天就必須要上。」(中時電子報)出版編輯：黃及人,28,2015/10/11 00:00,820,http://www.chinatimes.com/realtimenews/20151011002981-260403,5,松山長耀盃全勝晉級 高國豪學當領袖
154,松山區,台灣一對30多歲的女同志戀人，在2012年利用丹麥精子銀行的精子，再到泰國的人工生殖中心受孕，2013年初順利產下漂亮的混血女寶寶，下周六（17日）她們將在TABOO PLUS CAFE BAR舉辦講座，分享這幾年的心路歷程，也讓同樣想要擁有小孩的同志戀人可以做為借鏡和評估。TABOO PLUS CAFE BAR位於台北市南京東路五段巷弄內，地點算是相當隱密，但一走進店內卻是別有洞天，每張桌椅間隔都很寬敞，不論是小圓桌、高腳椅、吧台邊還是舒適的沙發區都可以自由選擇，老闆維克身兼女同志夜店TABOO負責人，經常在店內舉辦各種藝文活動，包括新書和電影座談會，明天（11日）4點到7點店內還將有流浪貓認養活動，歡迎想要領養貓咪的民眾踴躍前往。TABOO PLUS CAFE BAR店址：台北市南京東路五段松山區66巷2弄24號。電話：02-2747-8557。(時周即時)出版編輯：王家禕,29,2015/10/10 00:00,8533,http://www.chinatimes.com/realtimenews/20151010002790-260405,5,女同志海外受精生子 辦講座分享心路歷程
155,松山區,這是最特別的「自助旅行」！北市建中學生林冠廷、陳廷彥為了在10月底出刊的《建中青年》製作「解放乳頭（Free the Nipple）運動」相關報導，4個月前透過募款、社團經費等方式籌募旅費，在期末考前一周「殺」到冰島採訪。自己規畫行程、省吃儉用，就為了帶回第一手報導。今年3月，冰島學生愛達．薩馬拉多蒂兒在推特貼文，附上個人上空照響應解放乳頭運動，引發部分人士批評；她刪除照片，卻意外獲得大量網友聲援，進而促成全球解放乳頭風氣。高三的林冠廷是「建中青年社」成員，他說，解放乳頭運動引發全世界關注，才想做相關報導，更因為面訪能直接看到受訪者的表情並適時追問，所以決定去冰島採訪。林冠廷和同行的陳廷彥6月中透過電子郵件連絡上愛達，以及當初聲援愛達的冰島議員布萊特．奧萊夫斯多蒂兒並表達採訪意願，對方都欣然接受，他們才把迫在眉睫的期末考擺一邊，衝去冰島首都雷克雅維克。都是第一次去冰島的兩人，在當地待了5天4夜，還隨機攔下路人做街訪，並參觀當地因應女性擁有投票權100周年，而舉辦的性別議題相關展覽。林冠廷說，數萬元的旅費是靠幾筆小額募款、社團經費等支應，他們坐廉價航空、住廉價旅館，更每天徒步1個多小時來回旅館和市區，就是為了把花費壓到最低。(中國時報)校正編輯：宋亞真,30,2015/10/11 00:00,7320,http://www.chinatimes.com/newspapers/20151011000341-260102,5,解放乳頭 建中生飛冰島 帶回第一手報導
156,松山區,上屆高中籃球聯賽(HBL)新人王兼MVP的松山高中後衛高國豪，今在長耀盃全國高中菁英籃球錦標賽，只打19分鐘，卻有20分、8籃板、4助攻與2抄截的高績效演出，搭配陳建銘16分、章賀15分，松山最後以93比57狂掃高苑工商，拿下預賽2連勝。高苑以廖勗淵11分、5籃板表現較佳，楊連政9分、3籃板及2助攻。光在籃板數上，高苑處於28比50大幅落後，苦吞2連敗並不意外，高苑明天下午2點將跟花蓮體中對決，爭取晉級12強複賽最後機會。(中時電子報)出版編輯：黃及人,31,2015/10/10 00:00,610,http://www.chinatimes.com/realtimenews/20151010003681-260403,5,高國豪飆20分 長耀盃松山2連勝
157,松山區,這是最特別的「自助旅行」！北市建中學生林冠廷、陳廷彥為了在10月底出刊的《建中青年》製作「解放乳頭（Free the Nipple）運動」相關報導，4個月前透過募款、社團經費等方式籌募旅費，在期末考前一周「殺」到冰島採訪。自己規畫行程、省吃儉用，就為了帶回第一手報導。今年3月，冰島學生愛達．薩馬拉多蒂兒在推特貼文，附上個人上空照響應解放乳頭運動，引發部分人士批評；她刪除照片，卻意外獲得大量網友聲援，進而促成全球解放乳頭風氣。高三的林冠廷是「建中青年社」成員，他說，解放乳頭運動引發全世界關注，才想做相關報導，更因為面訪能直接看到受訪者的表情並適時追問，所以決定去冰島採訪。林冠廷和同行的陳廷彥6月中透過電子郵件連絡上愛達，以及當初聲援愛達的冰島議員布萊特．奧萊夫斯多蒂兒並表達採訪意願，對方都欣然接受，他們才把迫在眉睫的期末考擺一邊，衝去冰島首都雷克雅維克。都是第一次去冰島的兩人，在當地待了5天4夜，還隨機攔下路人做街訪，並參觀當地因應女性擁有投票權100周年，而舉辦的性別議題相關展覽。林冠廷說，數萬元的旅費是靠幾筆小額募款、社團經費等支應，他們坐廉價航空、住廉價旅館，更每天徒步1個多小時來回旅館和市區，就是為了把花費壓到最低。(中國時報)校正編輯：宋亞真,32,2015/10/11 00:00,7320,http://www.chinatimes.com/newspapers/20151011000341-260102,6,解放乳頭 建中生飛冰島 帶回第一手報導
158,松山區,上屆高中籃球聯賽(HBL)新人王兼MVP的松山高中後衛高國豪，今在長耀盃全國高中菁英籃球錦標賽，只打19分鐘，卻有20分、8籃板、4助攻與2抄截的高績效演出，搭配陳建銘16分、章賀15分，松山最後以93比57狂掃高苑工商，拿下預賽2連勝。高苑以廖勗淵11分、5籃板表現較佳，楊連政9分、3籃板及2助攻。光在籃板數上，高苑處於28比50大幅落後，苦吞2連敗並不意外，高苑明天下午2點將跟花蓮體中對決，爭取晉級12強複賽最後機會。(中時電子報)出版編輯：黃及人,33,2015/10/10 00:00,610,http://www.chinatimes.com/realtimenews/20151010003681-260403,6,高國豪飆20分 長耀盃松山2連勝
159,松山區,新北市長耀盃高中籃球菁英賽今天開打！上季HBL冠軍市松山高中儘管當家中鋒「兩百」孫思堯因感冒發高燒，送醫吊點滴缺陣，仍在呂蔡瑜倫11分、13籃板「雙十」帶動下，12人輪番上陣全數取分，87比57輕取花蓮體中，輕騎過頭關。松山日前剛拿后綜盃冠軍，沒想到長耀盃前夕孫思堯就出狀況，幸無大礙，黃萬隆教練說，「兩百」大抵這兩天就可痊癒，但哪天才上場未定。上季HBL新人王、冠軍賽MVP雙料得主高國豪，只打9分鐘得5分、3助攻、3抄截，主控丁聖儒8分、4抄截，張邵峻8分、12籃板。高國豪說：「此役是我們打完姥姥盃、信念盃後，今夏所參加的第3個盃賽，能繼信念盃後再拿冠軍最好，但年底HBL新球季才最重要，松山當然希望連霸，如有機會自己也不排除尋求連莊MVP，卻絕不強求，而是一步一步來。」出身新北蘆州國中的另一「兩百」高一菜鳥林正也漸入佳境，黃萬隆說，林正有進步，但他到底起步稍晚，得比別人更努力，新球季可不可能排「雙塔」先發，他說可能，但雙塔未必是林正配孫思堯，呂蔡瑜倫配孫思堯，也是很不錯組合。另1場比賽，南湖高中主控簡廷兆20分、5籃板、3抄截，中鋒周桂羽16分、5籃板、5助攻與3抄截，裡應外合，尤其徹底拋開幾個月「誰是一哥」的莫須有困擾，全隊4人得分上雙，73比48擊敗高市高苑工商。(中時電子報)出版編輯：黃及人,34,2015/10/09 00:00,534,http://www.chinatimes.com/realtimenews/20151009005042-260403,6,長耀盃高中籃賽開打 松山輕鬆開胡
160,松山區,巷道鋪路是里長為民服務的項目之一，如今台北市長柯文哲要把8米以下巷道及鄰里公園業務回歸工務局維護管理，台北市議員鍾小平就直言，地方上社區主義溫暖又有人情味，柯冷冰冰的態度缺乏人文素養與社區關懷。此外，也有里長擔心未來巷道出了問題，改善效率恐將拖延。昨天台北市工務局赴市議會工務委員會進行工作報告時，不僅有議員質疑8米以下巷道及鄰里公園業務回歸工務局維護管理的必要性，也有議員認為，此舉會影響鄰里公園具有社區情感維繫的功能。鍾小平指出，8米以下巷道及鄰里公園是社區營造的一部分，一直以來社區主義都具溫暖與人情味，台北是一座溫暖的國際城市，這種精神不能被打破，醫療專業出身的柯文哲缺乏人文素養與社區關懷，這是冷冰冰工程以外的東西，他還虧說，現在流行「暖男」，不知道冷冰冰的柯文哲是如何追到妻子陳佩琪的。以往巷道需鋪路，里長可運用經費自請廠商處理，或請區公所協助，北市南港區西新里里長邱碧珠質疑，新工處工程很多，人手根本不夠，未來要透過新工處處理巷道，恐會拖拖拉拉的，效率很慢，希望柯文哲考量民生，不要處處刁難。松山區復源里里長溫福義也憂心地說，現在巷道內若有挖路，10天內就可復舊完成，未來得報到新工處排隊處理，若廠商不夠，會不會這邊做一點、那邊做一點？他不敢想像效率及品質。(中國時報),35,2015/10/09 00:00,161,http://www.chinatimes.com/newspapers/20151009000466-260107,6,里長︰跳過區公所 效率堪慮
161,松山區,"全球人壽下周一將完成「換厝」。因應組織擴大，需要更多空間，以及降低租金成本的考量，全球人壽8日起將開始搬遷，預計下周一起正式把總部大樓從現在的建國北路搬遷至松山火車站。全球人壽指出，建國北路的總部大樓可使用空間達8,000多坪，而「新厝」總使用面積可達為10,376坪，明顯增加不少。先前全球人壽建國北路的總部「房東」是富邦人壽，由於位處台北精華區，每月必須支付約2,000多萬元，搬遷完成後，推估負擔至少可減輕2成。全球人壽表示，新總部屬於BOT的建案，位於松山車站共構大樓，除4樓為迎賓大廳，辦公樓層位於11～17樓高樓層，每層樓使用面積不等，約為1,300～1,400坪。全球人壽認為，新總部所在位置，交通也更便利，對於員工上下班有利，且在周邊人潮、商圈帶動下，也多少能有廣告效益產生。(工商時報)",36,2015/10/08 00:00,960,http://www.chinatimes.com/newspapers/20151008000121-260205,6,全球人壽總部大樓 進駐松山
162,松山區,藝人Selina的老公、無黨籍立委參選人張承中，6日拜會社會福利黨黨主席鄭龍水，並於記者會中承諾，將與社福黨推動《政府企業公益合作條例》，盼能幫助更多的弱勢團體。鄭龍水也表示，社福黨未來若有機會進入立院，將成立跨黨派社福聯盟。張承中表示，他個人對社福領域相當關注，照顧弱勢本來就是政府的責任，但台灣社會弱勢團體卻面臨資源分配不均的問題，未來若有機會進入立法院，弱勢團體照顧將是他的首要之務。鄭龍水指出，社福黨是全台第一個專職公益的政黨，台灣社福資源都被藍、綠兩黨基於選票考量瓜分，希望透過民間和企業的力量結合，解決資源分配不均問題。他表示，社福黨不分區立委若有機會進入立法院，將成立跨黨派社福聯盟，以落實社福制度。對於同樣參選松山、信義區立委的無黨籍立委參選人楊實秋，所提出的「整合說」；張承中坦言壓力很大，而且這樣對他很不公平，他表示自己不藍、不綠也不橘，而是粉紅色，並強調要用無黨籍身分走出自己的路。(旺報),37,2015/10/07 00:00,459,http://www.chinatimes.com/newspapers/20151007000855-260302,6,張承中會鄭龍水 推政企公益合作
163,松山區,上屆HBL拿下隊史第4冠的松山高中，追逐進步沒有極限，利用暑假前往美國、日本移地訓練，在美國參加Skyline學院舉辦的高中錦標賽，還拿下冠軍，教練黃萬隆表示，帶球員出國，並非備戰HBL，而是想提升球員視野，更希望台灣籃球被看見。松山高中獲得經費挹注，暑假能帶球員出國移訓，今年參加美國舊金山的高中錦標賽，「綠色神盾」東征西討，面對不同球風、不同場地，甚至不同規則，還能拿下冠軍，黃萬隆認為，球員以戰養戰，透過速度與團隊去迎戰不同對手，展現出色的心理素質。「美國高中規則，進攻時間30秒，但有些比賽沒有進攻時間，只靠團隊防守是無法贏球的，必須靠更出色的個人基本動作與心理素質，勇敢跟對手對決，」黃萬隆強調，一趟美國行，球員不只基本動作更好，膽識也提升，這次來信念盃就可看出進步。黃萬隆表示，高國豪、孫思堯與丁聖儒的表現備受肯定，甚至有國外教練看中他們，希望未來有機會找他們到美國打球，「這就是我帶他們出國的意義，讓他們看到台灣的高中球員。」上屆HBL冠軍賽表現優異的高國豪，帶著MVP身手去美國參賽，他對美國球員的速度與節奏，尤其是運球變速印象深刻，他透露現在都看騎士隊後衛厄文的運球，希望能多揣摩，至於新學年的目標，他說：「升上二年級，要更懂得帶領球隊，希望學弟能一起進步。」(中時電子報)出版編輯：葉士弘,38,2015/10/05 00:00,1081,http://www.chinatimes.com/realtimenews/20151005005190-260403,7,勇闖美國 松山高中帶回不同視野
164,松山區,台北市長柯文哲4日在台中市和民進黨立委參選人張廖萬堅對談時，對2016總統大選表示，國民黨總統參選人洪秀柱選情已經「回天乏術」，因為洪弱勢又和以前一樣打法，結果一定「土」，和民進黨總統參選人蔡英文相比，洪是絕對輸的弱勢，又沒創新一定輸，但他認為立委選舉仍有變數，席次較難預料。「選舉要有電影《KANO》不怕輸才會贏的精神」，柯文哲說，洪秀柱要打「創新是居於劣勢一方的義務」戰法，但現在他看洪秀柱本來就弱勢又不創新，重回藍綠打法戰略，失敗。柯文哲表示，他曾說「2016年一定政黨輪替，除非彗星撞地球」，但洪秀柱還是有機會，除非她每天回去創新。以他做醫生的經驗，基因突變反而變得更差，創新不保證成功，不變一定沒機會。對立委選舉，他認為仍有變局，席次很難測，可能只有國、民兩黨過5％，其他小黨很困難。張廖萬堅問他對很多素人參選立委，是否在模仿柯P？柯對此說，不要複製他的戰法，新人不需要去COPY，不要做柯文哲第2。柯文哲強調，「洪仲丘事件」和「太陽花學運」驅動25萬人、50萬人走上街頭，他是剛好有地利人和的條件，不打傳統選戰，「我哪來網軍，那是一個勢」，才有「柯文哲現象」，但江山代有才人出，「你怎麼知道以後沒有更厲害的。」另外，柯文哲4日走訪南投世界茶業博覽會，針對總統大選議題，柯P直言他不會、也沒必要為總統候選人站台。他並強調，總統候選人應該對重大政策提出解決辦法，例如老人年金必須解決，否則台灣可能變成希臘。柯文哲表示，總統候選人應該回歸政策辯論，提出解決辦法，如松山機場、捷運工程局、老人年金、及公共住宅等全國性議題進行辯論。柯文哲指出，台北市2016年預算，公教人員退休金居然占總預算10％，達160億元。他強調，老人年金問題一定要解決，否則台灣可能變成希臘。(中國時報)校正編輯：劉浩廷,39,2015/10/05 00:00,11393,http://www.chinatimes.com/newspapers/20151005000326-260102,7,柯P：有變數 立委席次難預測
165,松山區,梁靜茹「你的名字是愛情」世界巡迴演唱會台北站第二埸在小巨蛋舉行，邀請嘉賓范瑋琪。(中時即時)出版編輯：丁世傑,40,2015/10/03 00:00,1135,http://www.chinatimes.com/realtimenews/20151003004103-260404,7,梁靜茹巡演 小巨蛋華麗登場
166,松山區,"六都最新9月移轉棟數出爐，北市在交屋潮帶動，加上8月基期低，9月移轉量2,419棟，較8月大增24.4％，為六都中表現最佳；但新北市、台中市月衰退仍逾1成，累計前3季六都合計移轉量約14.8萬棟，與去年同期相比大減近2成，今年全年移轉棟數將陷入27萬棟保衛戰。六都地政局昨（1）日同步公布9月移轉棟數，其中，北市9月移轉棟數2,419棟、月增24.4％、年減3.3％表現最佳。永慶房產集團經理黃舒衛表示，從北市各行政區表現，中山區、松山區、南港區及信義區月增幅度最大，主要是「松河大美」、「東方晶鑽」、「無雙」、「名豐時藝」以及「達麗信義」交屋潮帶動，加上8月基期過低，才使9月月增率大增；若排除交屋潮因素，實際二手屋交易市況仍與8月相當，買氣並未明顯回溫。新北市9月移轉棟數僅3,223棟、月減14％、年減32.8％。信義房屋企研室專案經理曾敬德指出，過去房市交易熱絡時新北市單月移轉量達1萬棟，但以9月移轉量來看，大概僅剩下熱絡時的3成左右，顯見目前房市情勢嚴峻，預估今年全年移轉棟數將陷入27萬棟保衛戰。9月其他各都表現，以台中2,567棟、月下滑13.3％、年減27.9％表現較差；桃園市、台南市及高雄市月增0.55％～3.98％，但與去年同期相較仍衰退4.2％～23％。9月六都合計移轉棟數為1萬4,878棟，較8月1.52萬棟約減少2％，但與去年同期1.85萬棟相較，則大幅衰退19.6％。全國不動產統計，今年前3季六都合計移轉棟數為14萬8,498棟，較去年同期的18萬3,419棟大減19％。太平洋房屋副總章克勤表示，9月房市交易量雖略有回升，但仍不及去年同期買氣，單月的連續量縮，顯示自住買氣不足以支撐當地市場的警訊，第4季有可能難現旺季量能，而影響第4季交易量的關鍵，則在於是否能拉近買賣雙方對價格認知的差距。(工商時報)",41,2015/10/02 00:00,6085,http://www.chinatimes.com/newspapers/20151002000023-260202,7,台北房市交易 9月回春
