,area,count,link,page,pk
16,中正區,17,http://www.appledaily.com.tw/realtimenews/article/finance/20151019/714767/applesearch/滙豐新型態分行　營業至下午5時,2,apl00017
17,中正區,18,http://www.appledaily.com.tw/realtimenews/article/life/20151018/713748/applesearch/台北市性侵熱點公布　這些地方「很恐怖」,2,apl00018
18,中正區,19,http://www.appledaily.com.tw/appledaily/article/headline/20151018/36846849/applesearch/柯要揭性侵熱點民叫好,2,apl00019
19,中正區,20,http://www.appledaily.com.tw/appledaily/article/property/20151016/36842669/applesearch/萬華中華路一段首排大樓每坪6字頭起,2,apl00020
20,中正區,21,http://www.appledaily.com.tw/realtimenews/article/property/20151014/711289/applesearch/都更好慢　先開咖啡館和居民交流,3,apl00021
21,中正區,22,http://www.appledaily.com.tw/realtimenews/article/life/20151014/711288/applesearch/北市今增3例本土登革熱　患者曾到過南部,3,apl00022
22,中正區,23,http://www.appledaily.com.tw/realtimenews/article/property/20151014/711044/applesearch/台北居大不易　隱藏版高CP區在這！,3,apl00023
23,中正區,24,http://www.appledaily.com.tw/appledaily/article/property/20151010/36827957/applesearch/大安自在10戶純住家大樓,3,apl00024
24,中正區,25,http://www.appledaily.com.tw/realtimenews/article/local/20151008/707715/applesearch/【公庫】嘉禾新村將於下週慘遭拆除？,3,apl00025
25,中正區,26,http://www.appledaily.com.tw/appledaily/article/supplement/20151007/36819654/applesearch/新光人壽慈善基金會口述歷史十年有成,3,apl00026
26,中正區,27,http://www.appledaily.com.tw/realtimenews/article/property/20151003/703851/applesearch/【特企】大台北重劃區PK華中橋西側重劃區大直1/3價聚買氣,3,apl00027
27,中正區,28,http://www.appledaily.com.tw/appledaily/article/property/20151003/36812550/applesearch/大台北重劃區PK華中橋西側重劃區大直1/3價聚買氣,3,apl00028
28,中正區,29,http://www.appledaily.com.tw/realtimenews/article/property/20151002/703064/applesearch/【特企】報名要快！蘋果日報賞屋團秒殺啦！,3,apl00029
29,中正區,30,http://www.appledaily.com.tw/appledaily/article/headline/20151001/36809616/applesearch/大樓壁磚剝落路人差1秒爆頭,3,apl00030
30,中正區,31,http://www.appledaily.com.tw/appledaily/article/property/20151001/36808838/applesearch/吳麗玲「一品苑」二拍2.2億元標脫,4,apl00031
31,中正區,32,http://www.appledaily.com.tw/realtimenews/article/local/20150930/702007/applesearch/【蘋果衝現場】嚇！北市壁磚掉落砸傷路人,4,apl00032
32,中正區,33,http://www.appledaily.com.tw/realtimenews/article/property/20150930/701909/applesearch/溢價5　「元大一品苑」2.2億標脫,4,apl00033
33,中正區,34,http://www.appledaily.com.tw/realtimenews/article/life/20150929/701502/applesearch/基隆水管破裂　部分區域停水至明天中午,4,apl00034
34,中正區,35,http://www.appledaily.com.tw/appledaily/article/headline/20150927/36802145/applesearch/「龍腦」突遭夷平屋主跪訴沒同意,4,apl00035
35,中正區,36,http://www.appledaily.com.tw/realtimenews/article/life/20150926/699562/applesearch/【更新】​龍腦戶遭拆　屋主哽咽跪哭,4,apl00036
36,中正區,37,http://www.appledaily.com.tw/realtimenews/article/life/20150926/699556/applesearch/龍腦被拆　屋主痛哭下跪：大家幫幫我,4,apl00037
37,中正區,38,http://www.appledaily.com.tw/realtimenews/article/life/20150926/699537/applesearch/都更龍腦戶被拆　柯P：無法所有住戶都同意,4,apl00038
38,中正區,39,http://www.appledaily.com.tw/appledaily/article/property/20150926/36799172/applesearch/新案議價空間加大,4,apl00039
39,中正區,40,http://www.appledaily.com.tw/appledaily/article/property/20150926/36799190/applesearch/巨流河享新店溪首排景觀,4,apl00040
40,中正區,41,http://www.appledaily.com.tw/appledaily/article/supplement/20150926/36799673/applesearch/(北部版)秋天蝦味鮮,5,apl00041
41,中正區,42,http://www.appledaily.com.tw/realtimenews/article/life/20150925/699413/applesearch/汀州路「龍腦」拆了林洲民:私辦都更不介入,5,apl00042
42,中正區,43,http://www.appledaily.com.tw/realtimenews/article/life/20150922/696733/applesearch/北市新增1例本土登革熱　21歲男台南就學染病,5,apl00043
43,中正區,44,http://www.appledaily.com.tw/realtimenews/article/politics/20150917/693801/applesearch/城際快捷巴士政見　蔡適應、郝龍斌開戰,5,apl00044
44,中正區,45,http://www.appledaily.com.tw/realtimenews/article/life/20150917/693405/applesearch/寺內有這個　居民要改「北捷善導寺站」,5,apl00045
45,中正區,46,http://www.appledaily.com.tw/realtimenews/article/local/20150916/692651/applesearch/【更新】基隆豪雨灌進超商　民眾路上撈魚,5,apl00046
46,中正區,47,http://www.appledaily.com.tw/realtimenews/article/forum/20150916/692776/applesearch/連林郁方都急了,5,apl00047
47,中正區,48,http://www.appledaily.com.tw/realtimenews/article/life/20150915/692206/applesearch/郵車變萌了　歪腰郵筒開上路,5,apl00048
48,中正區,49,http://www.appledaily.com.tw/realtimenews/article/life/20150914/691199/applesearch/北市確診第12例本土登革熱病例　曾去過台南,5,apl00049
49,中正區,50,http://www.appledaily.com.tw/appledaily/article/property/20150914/36776880/applesearch/名人挑豪宅風水添話題,5,apl00050
50,中正區,51,http://www.appledaily.com.tw/realtimenews/article/property/20150913/690967/applesearch/元大一品苑　未來4年走好運,6,apl00051
51,中正區,52,http://www.appledaily.com.tw/appledaily/article/headline/20150913/36775943/applesearch/名媛為狗戰董娘轟動名人巷,6,apl00052
52,中正區,53,http://www.appledaily.com.tw/realtimenews/article/beauty/20150912/689773/applesearch/【動新聞】陽光性感女公關　熱愛運動,6,apl00053
53,中正區,54,http://www.appledaily.com.tw/appledaily/article/property/20150912/36773043/applesearch/樂當現成房東售後回租/包租代管型建案勝出,6,apl00054
54,中正區,55,http://www.appledaily.com.tw/appledaily/article/headline/20150912/36774859/applesearch/今天我最美,6,apl00055
55,中正區,56,http://www.appledaily.com.tw/realtimenews/article/property/20150911/689571/applesearch/車位貴鬆鬆　北市哪裡漲最多？,6,apl00056
56,中正區,57,http://www.appledaily.com.tw/realtimenews/article/life/20150911/689507/applesearch/【更新】北市登革熱　新增3例都去過台南,6,apl00057
57,中正區,58,http://www.appledaily.com.tw/appledaily/article/property/20150910/36769533/applesearch/雙北房價跌大同15最多,6,apl00058
58,中正區,59,http://www.appledaily.com.tw/realtimenews/article/property/20150909/687825/applesearch/雙北蛋黃破了　松山區跌價逾1成,6,apl00059
59,中正區,60,http://www.appledaily.com.tw/realtimenews/article/local/20150908/687582/applesearch/驚！人妻學佛　學到最後居然失蹤,6,apl00060
60,中正區,61,http://www.appledaily.com.tw/realtimenews/article/entertainment/20150907/686828/applesearch/Freddy競選宣傳車　被爆多次紅線違停,7,apl00061
61,中正區,62,http://www.appledaily.com.tw/realtimenews/article/local/20150907/686369/applesearch/淫男靠「分析表」　最快2天騙少女上床,7,apl00062
62,中正區,63,http://www.appledaily.com.tw/realtimenews/article/property/20150905/685380/applesearch/打房太猛　力麒建案2個月沒成交,7,apl00063
63,中正區,64,http://www.appledaily.com.tw/appledaily/article/property/20150905/36760776/applesearch/雙北新案開價降價排名,7,apl00064
64,中正區,65,http://www.appledaily.com.tw/appledaily/article/property/20150905/36760165/applesearch/萬華區華西街店面租金報酬率1~2,7,apl00065
65,中正區,66,http://www.appledaily.com.tw/appledaily/article/property/20150903/36755232/applesearch/區域房市北市東西軸線互翻轉中心房市仍最抗跌,7,apl00066
66,中正區,67,http://www.appledaily.com.tw/appledaily/article/property/20150902/36754079/applesearch/鬼月推案冷清北台灣案量近10年新低,7,apl00067
67,中正區,68,http://www.appledaily.com.tw/appledaily/article/supplement/20150901/36752560/applesearch/全台10大新飯店陸續登場,7,apl00068
68,中正區,69,http://www.appledaily.com.tw/realtimenews/article/life/20150831/681899/applesearch/改善鄰里交通　柯P：由點而面擴張,7,apl00069
69,中正區,70,http://www.appledaily.com.tw/realtimenews/article/politics/20150831/681359/applesearch/【公督盟】當台灣立法院遇上日本國會,7,apl00070
70,中正區,71,http://www.appledaily.com.tw/realtimenews/article/politics/20150830/680882/applesearch/【公庫】中正萬華復興計畫戶外開講呼籲市府重視在地文化,8,apl00071
71,中正區,72,http://www.appledaily.com.tw/appledaily/article/headline/20150829/36749169/applesearch/北水燈南搶孤普渡好兄弟,8,apl00072
72,中正區,73,http://www.appledaily.com.tw/realtimenews/article/local/20150828/679952/applesearch/強插簽賭站乾股不成　黑幫槍傷檢舉人,8,apl00073
73,中正區,74,http://www.appledaily.com.tw/realtimenews/article/politics/20150828/679968/applesearch/【未來事件交易所】時代力量立委選情觀察：整合成功=勝選保證？,8,apl00074
74,中正區,75,http://www.appledaily.com.tw/realtimenews/article/life/20150828/679735/applesearch/【更新】新北市新莊、板橋　二級淹水警戒,8,apl00075
75,中正區,76,http://www.appledaily.com.tw/realtimenews/article/local/20150828/679446/applesearch/基隆中元祭　望海巷放水燈照路,8,apl00076
76,中正區,77,http://www.appledaily.com.tw/appledaily/article/property/20150828/36746350/applesearch/周杰倫鄰居吳麗玲一品苑遭拍賣,8,apl00077
77,中正區,78,http://www.appledaily.com.tw/realtimenews/article/property/20150827/679072/applesearch/北市1車位抵買中南部1間房,8,apl00078
78,中正區,79,http://www.appledaily.com.tw/realtimenews/article/property/20150827/678798/applesearch/周杰倫「一品苑」鄰居　吳麗玲豪宅遭拍賣,8,apl00079
79,中正區,80,http://www.appledaily.com.tw/appledaily/article/property/20150827/36743947/applesearch/柯P從源頭封殺新違建,8,apl00080
80,中正區,81,http://www.appledaily.com.tw/appledaily/article/supplement/20150827/36743100/applesearch/牛肉三明治酥潤鹹香,9,apl00081
81,中正區,82,http://www.appledaily.com.tw/appledaily/article/supplement/20150827/36743111/applesearch/【美味另一家】吉豚屋豬排丼油嫩香酥,9,apl00082
82,中正區,83,http://www.appledaily.com.tw/realtimenews/article/politics/20150825/677505/applesearch/【公督盟】「當台灣立法院遇上日本國會」座談會，8/26邀你一起來參與!,9,apl00083
83,中正區,84,http://www.appledaily.com.tw/realtimenews/article/local/20150824/676761/applesearch/亂彈煙蒂被逮　竟罵稽查員「八格野鹿」,9,apl00084
84,中正區,85,http://www.appledaily.com.tw/realtimenews/article/life/20150822/675511/applesearch/李慶元宣布選立委　柯P「勇則無懼」匾額相贈,9,apl00085
85,中正區,86,http://www.appledaily.com.tw/appledaily/article/property/20150820/36731484/applesearch/北市店面漲幅中正區奪冠,9,apl00086
86,中正區,87,http://www.appledaily.com.tw/realtimenews/article/property/20150819/673512/applesearch/謝謝觀光客　北市店面漲成這樣,9,apl00087
87,中正區,88,http://www.appledaily.com.tw/realtimenews/article/politics/20150819/673375/applesearch/【沃草人物誌】苗博雅青年政治之路-淡定面對「廢死、同志」標籤,9,apl00088
88,中正區,89,http://www.appledaily.com.tw/realtimenews/article/property/20150819/673280/applesearch/雙北建案開價下修　哪個區降最多？,9,apl00089
89,中正區,90,http://www.appledaily.com.tw/appledaily/article/headline/20150819/36729471/applesearch/雙城再簽4合作柯：兩岸一家親,9,apl00090
90,中正區,91,http://www.appledaily.com.tw/realtimenews/article/politics/20150818/672914/applesearch/【法廣RFI】楊雄當面向柯文哲提九二共識,10,apl00091
91,中正區,92,http://www.appledaily.com.tw/realtimenews/article/life/20150818/672135/applesearch/雙城論壇今開幕　擬簽4項合作備忘錄,10,apl00092
92,中正區,93,http://www.appledaily.com.tw/appledaily/article/headline/20150818/36727878/applesearch/柯訪上海贈畫喻和平,10,apl00093
93,中正區,94,http://www.appledaily.com.tw/realtimenews/article/life/20150817/671015/applesearch/【背景】柯P參加雙城論壇　媒體高度關注,10,apl00094
94,中正區,95,http://www.appledaily.com.tw/appledaily/article/property/20150814/36721812/applesearch/新手爸爸距離換房價永和買屋僅中正區一半,10,apl00095
95,中正區,96,http://www.appledaily.com.tw/realtimenews/article/property/20150812/668149/applesearch/建案推美食誌　吃喝玩樂通通有,10,apl00096
96,中正區,97,http://www.appledaily.com.tw/appledaily/article/headline/20150810/36714079/applesearch/賣房奇招先掏200萬才給挑屋,10,apl00097
97,中正區,98,http://www.appledaily.com.tw/realtimenews/article/local/20150809/665962/applesearch/【更新】基隆2萬3千戶缺水　今晚陸續恢復供水,10,apl00098
98,中正區,99,http://www.appledaily.com.tw/realtimenews/article/life/20150809/665902/applesearch/【更新】全台中午13.1萬戶仍停水,10,apl00099
99,中正區,100,http://www.appledaily.com.tw/realtimenews/article/life/20150808/665213/applesearch/【更新】10縣市淹水警戒　高雄、嘉義提升為1級警戒,10,apl00100
100,中正區,101,http://www.appledaily.com.tw/realtimenews/article/life/20150808/665251/applesearch/【全台河川警戒】新北河水暴漲已沖走3人,11,apl00101
101,中正區,102,http://www.appledaily.com.tw/realtimenews/article/local/20150806/663805/applesearch/哥哥忘不了前女友　竟要妹妹幫做這件事,11,apl00102
102,中正區,103,http://www.appledaily.com.tw/realtimenews/article/property/20150806/663816/applesearch/廣告開銷精省　建案度小月,11,apl00103
103,中正區,104,http://www.appledaily.com.tw/realtimenews/article/life/20150804/662018/applesearch/柯P公布　北市最新住宅補貼申請流程,11,apl00104
104,中正區,105,http://www.appledaily.com.tw/realtimenews/article/life/20150803/661506/applesearch/台北郵局開辦　網路預約服務,11,apl00105
105,中正區,106,http://www.appledaily.com.tw/realtimenews/article/life/20150803/661167/applesearch/捷運沿線建案　將增列禁限建敏感區位調查,11,apl00106
106,中正區,107,http://www.appledaily.com.tw/appledaily/article/headline/20150801/36698258/applesearch/家長接送率柯擬考核校長,11,apl00107
107,中正區,108,http://www.appledaily.com.tw/appledaily/article/headline/20150801/36698722/applesearch/貨櫃壓扁轎車父慘死女獲救,11,apl00108
108,中正區,109,http://www.appledaily.com.tw/realtimenews/article/life/20150731/659856/applesearch/家長接送找校長算帳　家長批：治安差怪校長嗎？,11,apl00109
109,中正區,110,http://www.appledaily.com.tw/realtimenews/article/local/20150731/659371/applesearch/未參加普度會議　里長遭退役夜鷹K破頭,11,apl00110
110,大同區,1,http://www.appledaily.com.tw/realtimenews/article/property/20151105/726216/applesearch/醫院概念宅熱　北榮周邊貴行情近3成,1,apl00111
111,大同區,2,http://www.appledaily.com.tw/realtimenews/article/property/20151104/725474/applesearch/北市哪裡住起來最安全？永康商圈！,1,apl00112
112,大同區,3,http://www.appledaily.com.tw/appledaily/article/property/20151031/36872117/applesearch/新碩曉學棠近捷運大橋頭站,1,apl00113
113,大同區,4,http://www.appledaily.com.tw/realtimenews/article/forum/20151029/721784/applesearch/台北市摸黑搞文資保存,1,apl00114
114,大同區,5,http://www.appledaily.com.tw/realtimenews/article/life/20151023/717766/applesearch/北市要建跨堤空中花園　議員批違法硬幹,1,apl00115
115,大同區,6,http://www.appledaily.com.tw/realtimenews/article/politics/20151020/715626/applesearch/「換柱」效應　郁慕明：新黨考慮提名不分區立委,1,apl00116
116,大同區,7,http://www.appledaily.com.tw/realtimenews/article/property/20151016/712855/applesearch/3~5折高檔次家具出清　這麼便宜哪裡撿?,1,apl00117
117,大同區,8,http://www.appledaily.com.tw/realtimenews/article/property/20151015/711787/applesearch/雙北10大人口紅利區　內湖奪冠,1,apl00118
118,大同區,9,http://www.appledaily.com.tw/appledaily/article/property/20151008/36823616/applesearch/蝸居雙北平均每人住10坪,1,apl00119
119,大同區,10,http://www.appledaily.com.tw/realtimenews/article/property/20151007/706603/applesearch/雙北變鴿籠？　平均每人居住僅10坪,1,apl00120
120,大同區,11,http://www.appledaily.com.tw/realtimenews/article/life/20151006/705862/applesearch/北市新增3例登革熱個案　均曾到南部活動,2,apl00121
121,大同區,12,http://www.appledaily.com.tw/realtimenews/article/life/20151004/704881/applesearch/林洲民自爆接到黑函　臉書痛罵FUCK,2,apl00122
122,大同區,13,http://www.appledaily.com.tw/realtimenews/article/life/20151003/704398/applesearch/【更新】江蕙有復出演唱會？倪重華：開玩笑的,2,apl00123
123,大同區,14,http://www.appledaily.com.tw/realtimenews/article/life/20151002/704037/applesearch/北市水門周邊紅黃線停車　限明早8時駛離,2,apl00124
124,大同區,15,http://www.appledaily.com.tw/appledaily/article/property/20151002/36811479/applesearch/大龍市場公寓每坪房價40萬元起,2,apl00125
125,大同區,16,http://www.appledaily.com.tw/realtimenews/article/life/20150930/702347/applesearch/橋上路牌轉錯邊駕駛看攏無,2,apl00126
126,大同區,17,http://www.appledaily.com.tw/realtimenews/article/life/20150930/702335/applesearch/【驚嚇】北市大同區竟有老虎出沒？,2,apl00127
127,大同區,18,http://www.appledaily.com.tw/realtimenews/article/life/20150930/701967/applesearch/【更新】颱風天有老虎出沒街頭？　真相是...,2,apl00128
128,大同區,19,http://www.appledaily.com.tw/appledaily/article/property/20150929/36804546/applesearch/建商修古蹟推案加分,2,apl00129
129,大同區,20,http://www.appledaily.com.tw/appledaily/article/headline/20150928/36803834/applesearch/仿希特勒骨董車藏深山豪宅,2,apl00130
130,大同區,21,http://www.appledaily.com.tw/realtimenews/article/local/20150925/699025/applesearch/開遊艇非法入境來台　桃檢起訴4名中國男,3,apl00131
131,大同區,22,http://www.appledaily.com.tw/appledaily/article/property/20150925/36798784/applesearch/大稻埕碼頭周邊公寓3字頭起,3,apl00132
132,大同區,23,http://www.appledaily.com.tw/realtimenews/article/life/20150924/698189/applesearch/【更新】美甲美妝店過期品改標籤　北市將移送法辦,3,apl00133
133,大同區,24,http://www.appledaily.com.tw/realtimenews/article/life/20150923/697473/applesearch/北市招考清潔隊員450名　月薪最高39K,3,apl00134
134,大同區,25,http://www.appledaily.com.tw/appledaily/article/property/20150919/36785844/applesearch/建成圓環店面租金報酬率約4.2,3,apl00135
135,大同區,26,http://www.appledaily.com.tw/appledaily/article/headline/20150919/36787260/applesearch/挪款釀45億虧損和旺前董座起訴,3,apl00136
136,大同區,27,http://www.appledaily.com.tw/realtimenews/article/local/20150918/694364/applesearch/劉永祥盜7億支票　壓垮和旺最後一根稻草,3,apl00137
137,大同區,28,http://www.appledaily.com.tw/realtimenews/article/local/20150918/694340/applesearch/前董座挪4億還私債　害和旺月揹430萬利息,3,apl00138
138,大同區,29,http://www.appledaily.com.tw/realtimenews/article/property/20150916/692713/applesearch/店面比較夯　萬華報酬率5.5奪冠,3,apl00139
139,大同區,30,http://www.appledaily.com.tw/realtimenews/article/life/20150915/692206/applesearch/郵車變萌了　歪腰郵筒開上路,3,apl00140
140,大同區,31,http://www.appledaily.com.tw/realtimenews/article/forum/20150914/691353/applesearch/Selina夫參選信義松山立委是哪招？,4,apl00141
141,大同區,32,http://www.appledaily.com.tw/realtimenews/article/politics/20150914/691195/applesearch/【更新】阿中：國民黨邀他到士林選　「但我戶籍在松山」,4,apl00142
142,大同區,33,http://www.appledaily.com.tw/appledaily/article/headline/20150914/36777325/applesearch/Selina夫拼立委「不藍不綠不橘」,4,apl00143
143,大同區,34,http://www.appledaily.com.tw/realtimenews/article/property/20150911/689571/applesearch/車位貴鬆鬆　北市哪裡漲最多？,4,apl00144
144,大同區,35,http://www.appledaily.com.tw/appledaily/article/property/20150910/36769533/applesearch/雙北房價跌大同15最多,4,apl00145
145,大同區,36,http://www.appledaily.com.tw/realtimenews/article/property/20150909/687825/applesearch/雙北蛋黃破了　松山區跌價逾1成,4,apl00146
146,大同區,37,http://www.appledaily.com.tw/realtimenews/article/forum/20150902/683125/applesearch/漂浪島嶼：女優卡的性權深化？,4,apl00147
147,大同區,38,http://www.appledaily.com.tw/realtimenews/article/local/20150902/683070/applesearch/看了《未來日記》　男把母親打到病危,4,apl00148
148,大同區,39,http://www.appledaily.com.tw/realtimenews/article/property/20150827/679072/applesearch/北市1車位抵買中南部1間房,4,apl00149
149,大同區,40,http://www.appledaily.com.tw/realtimenews/article/life/20150824/676564/applesearch/台北文化獎出爐　著名編舞家林麗珍獲獎,4,apl00150
150,大同區,41,http://www.appledaily.com.tw/appledaily/article/property/20150822/36734783/applesearch/捷麗2房1580萬起,5,apl00151
151,大同區,42,http://www.appledaily.com.tw/appledaily/article/headline/20150822/36736259/applesearch/柯擬全面改行動派出所,5,apl00152
152,大同區,43,http://www.appledaily.com.tw/appledaily/article/property/20150820/36731484/applesearch/北市店面漲幅中正區奪冠,5,apl00153
153,大同區,44,http://www.appledaily.com.tw/realtimenews/article/property/20150819/673512/applesearch/謝謝觀光客　北市店面漲成這樣,5,apl00154
154,大同區,45,http://www.appledaily.com.tw/realtimenews/article/property/20150819/673280/applesearch/雙北建案開價下修　哪個區降最多？,5,apl00155
155,大同區,46,http://www.appledaily.com.tw/realtimenews/article/local/20150818/672070/applesearch/【更新】馬國拿督陳屍汐止山區　兇嫌收押禁見,5,apl00156
156,大同區,47,http://www.appledaily.com.tw/realtimenews/article/local/20150818/672027/applesearch/拿督遭設局虐殺　檢警低調封口,5,apl00157
157,大同區,48,http://www.appledaily.com.tw/appledaily/article/headline/20150818/36727661/applesearch/大馬拿督在台遭虐殺棄屍,5,apl00158
158,大同區,49,http://www.appledaily.com.tw/realtimenews/article/local/20150815/670676/applesearch/喝醉被丟包　躺臥路邊遭劫財,5,apl00159
159,大同區,50,http://www.appledaily.com.tw/appledaily/article/supplement/20150814/36720376/applesearch/分子冰淇淋爽口不膩,5,apl00160
160,大同區,51,http://www.appledaily.com.tw/appledaily/article/headline/20150813/36718472/applesearch/8/15大稻埕音樂情人節揪愛閃耀,6,apl00161
161,大同區,52,http://www.appledaily.com.tw/realtimenews/article/life/20150812/668604/applesearch/北市堤外停車場　陸續開放停車,6,apl00162
162,大同區,53,http://www.appledaily.com.tw/appledaily/article/supplement/20150812/36716260/applesearch/品牌寢具搶買1.5折起,6,apl00163
163,大同區,54,http://www.appledaily.com.tw/realtimenews/article/life/20150808/665251/applesearch/【全台河川警戒】新北河水暴漲已沖走3人,6,apl00164
164,大同區,55,http://www.appledaily.com.tw/realtimenews/article/local/20150808/665200/applesearch/台北市災情上網查　12行政區災情無倖免,6,apl00165
165,大同區,56,http://www.appledaily.com.tw/realtimenews/article/local/20150808/665098/applesearch/北市公寓頂崩塌　4人一度受困待救,6,apl00166
166,大同區,57,http://www.appledaily.com.tw/appledaily/article/headline/20150808/36711103/applesearch/男烤剪刀剪疣竟釀火燒厝,6,apl00167
167,大同區,58,http://www.appledaily.com.tw/realtimenews/article/life/20150807/664385/applesearch/【更新】蘇迪勒進逼　全台活動影響資訊,6,apl00168
168,大同區,59,http://www.appledaily.com.tw/realtimenews/article/local/20150807/664760/applesearch/北市15時開放紅黃線　停車格暫停收費,6,apl00169
169,大同區,60,http://www.appledaily.com.tw/realtimenews/article/life/20150807/664427/applesearch/台北市5區上午7時起　開放部分紅黃線停車,6,apl00170
170,大同區,61,http://www.appledaily.com.tw/realtimenews/article/life/20150806/664165/applesearch/明上午7時　北市河川區車輛只出不進,7,apl00171
171,大同區,62,http://www.appledaily.com.tw/realtimenews/article/fun/20150806/663257/applesearch/【祕密客】大稻埕的文青新據點,7,apl00172
172,大同區,63,http://www.appledaily.com.tw/realtimenews/article/life/20150804/661837/applesearch/代父照顧弟妹半世紀　他帥氣度過父親節！,7,apl00173
173,大同區,64,http://www.appledaily.com.tw/realtimenews/article/local/20150801/660270/applesearch/國中退休女老師　公車亭吐白沫猝死,7,apl00174
174,大同區,65,http://www.appledaily.com.tw/appledaily/article/property/20150801/36697344/applesearch/台北圓環生活圈新案開價站穩8字頭,7,apl00175
175,大同區,66,http://www.appledaily.com.tw/realtimenews/article/life/20150730/658907/applesearch/視障朋友不滿拆橋　新工處：尚未定案,7,apl00176
176,大同區,67,http://www.appledaily.com.tw/realtimenews/article/politics/20150727/656096/applesearch/周玉蔻爆　民親聯合禮讓阿中選立委,7,apl00177
177,大同區,68,http://www.appledaily.com.tw/realtimenews/article/life/20150725/655386/applesearch/前朝提高房屋稅　柯批：反都更條款,7,apl00178
178,大同區,69,http://www.appledaily.com.tw/realtimenews/article/life/20150725/655377/applesearch/反一綱一本教師解聘案　送廉委會調查,7,apl00179
179,大同區,70,http://www.appledaily.com.tw/realtimenews/article/life/20150725/655368/applesearch/居民喊拆建成圓環　柯Ｐ：傾向拆除,7,apl00180
180,大同區,71,http://www.appledaily.com.tw/realtimenews/article/life/20150725/655359/applesearch/北市大同區再生　將闢民宿專區,8,apl00181
181,大同區,72,http://www.appledaily.com.tw/appledaily/article/supplement/20150725/36684466/applesearch/藝人楊晴器皿增食趣大喀日法料理,8,apl00182
182,大同區,73,http://www.appledaily.com.tw/realtimenews/article/local/20150723/653813/applesearch/大雨襲雙北　人孔蓋變跳動的電鍋,8,apl00183
183,大同區,74,http://www.appledaily.com.tw/realtimenews/article/life/20150723/653782/applesearch/午後一場大雷雨　北市承德路成河道,8,apl00184
184,大同區,75,http://www.appledaily.com.tw/realtimenews/article/life/20150723/653764/applesearch/午後大雷雨　北市大同區淹水,8,apl00185
185,大同區,76,http://www.appledaily.com.tw/realtimenews/article/property/20150722/653182/applesearch/柯P不懂的事　北市停車位「租比買划算」,8,apl00186
186,大同區,77,http://www.appledaily.com.tw/realtimenews/article/property/20150722/653199/applesearch/愛注意！泰山、蘆竹量價齊跌,8,apl00187
187,大同區,78,http://www.appledaily.com.tw/realtimenews/article/life/20150719/650954/applesearch/【更新】新竹的新是哪裡新？　地理王讓眾網友跪了,8,apl00188
188,大同區,79,http://www.appledaily.com.tw/realtimenews/article/life/20150715/648536/applesearch/【委員大人要以身作則啊！】立委服務處車輛違停莫非是特權？！,8,apl00189
189,大同區,80,http://www.appledaily.com.tw/realtimenews/article/local/20150711/645852/applesearch/【更新】昌鴻颱風餘威　掃倒北市看板路樹,8,apl00190
