_id,area,content,count,date,likes,link,page,pk,title
121,松山區,台北敦化南路一段近八德路商圈的大樓，出現了一家新餐廳〈馥桂粵來〉，騎樓下的行人常被餐廳貼著玻璃窗而設的魚缸吸引，停下腳步多看幾眼缸裡養的帝王蟹、沙公沙母或石斑魚生猛海鮮，門口海報印著的菜單上則印有〈大馬站煲〉、〈鬼馬炒牛肉〉與〈大良魚云〉等廣東老菜，以及如〈湛江小炒〉、〈干炒牛河〉與〈豉油皇炒麵〉等港式家常菜。　更讓人見獵心喜的是，這兒的菜餚價格很親民，對照餐廳所處的商圈地段更堪稱超值。走入餐廳一看發現，不少原本位在台北遼寧夜市的〈安記〉餐廳的內場廚師李志輝與外場經理張瀚隆都在這，此就無怪乎〈馥桂粵來〉的菜式和價格讓人感覺如此熟悉了。　原本位在遼寧夜市的〈安記〉，以專賣廣東老菜崛起市場並得到資深食饕喜愛，只是，〈安記〉主人兼主廚、備受在台港廚敬重的蕭廣安辭世，〈安記〉也吹起了熄燈號，除讓認識蕭廣安師傅的友人與食客不勝唏噓，其料理的廣東老菜更隨著「大佬」告別人生舞台，教人無限懷想。同時，原〈安記〉團隊如今安在？也引人好奇。〈馥桂粵來〉的股東成員包括電子業科技業、行銷公關業等不同行業，因嗜吃故興起何不投資餐飲業的念頭，於是幾位美食同好決定以個人名義集資投資開餐廳。而〈安記〉結束營業後，團隊正待換新跑道，時間巧合，加上〈馥桂粵來〉原本就有意開粵菜餐廳，所以〈安記〉團隊成員沒有失業太久，順利進到新餐廳。位在台北市敦化南路一段的〈馥桂粵來〉，原址陸續開過幾種不同業態的餐廳，其中包括異國料理與現代中菜，走的多是時尚路線，如今〈馥桂粵來〉接手，則延續過去〈安記〉路線，賣的是港式海鮮與廣東老菜，卻不標榜高檔頂級，而是以「比小館高級一點」的港式餐廳定位出擊，在高級商圈有此平價港式海鮮餐廳，值此景氣低迷、消費信心指數衰退的歹年冬，可望符合消費者期待。〈馥桂粵來〉占地兩個樓層，1樓是開放式小吃區，設有12張餐桌，地下室則有4個彈性隔間的包廂，全部打通後可以接受包場接待10桌客人。餐廳的裝潢稱不上豪華，但舒適明亮，且較原〈安記〉寬敞並升級了。〈馥桂粵來〉的菜單的菜式上分：海鮮類、麵飯類、羹湯類、煲仔類興肉類等幾個大項舖陳，菜餚的訂價則像坊間家常小館非常親民，海鮮類與煲仔類菜餚每道280元起至380元間占多數，肉類菜式則自280元至350元占多數，只要〈甘邑牛小扒〉、〈照燒牛仔骨〉或半隻呈現的〈荔茸香酥鴨〉要價450元，而羹湯類中諸如〈廣東煲老例湯〉、〈海鮮魚云羹〉與〈玉米魚肚羹〉等，每份都只要250元。〈鹹菜蝦丸時菜湯〉與〈香茜皮蛋豬肝湯〉更只要220元。〈馥桂粵來〉主廚李志輝是港廚，民國77年來台，曾先後在〈富瑤海鮮酒家〉、基隆長榮桂冠酒店、礁溪長榮鳳凰酒店與桃園尊爵飯店歷練，並在〈安記〉擔任主廚，故亦學到廣東老菜烹調之道。李志輝廚藝不差，且有一定堅持。如到處吃得到的〈避風塘炒蟹〉，多數廚師都事先炒好蒜酥冷藏備用，但李志輝堅持客人現點現炒，故成菜後口感酥鬆香脆，不似冷藏蒜酥吸了水氣，再炒後會黏黏的「咬牙」 。〈香苗藏鳳袖〉是將雞翅後段兩截骨頭拆掉了後，將炒香的糯米、干貝、火腿與蔥花鑲入作餡，再經風乾後油炸，〈馥桂粵來〉的這菜作得特大，每支只賣90元，價錢只要其他餐廳的三分之二。李志輝作的〈豉汁蒸魚云〉，鰱魚頭的膠質豐厚，且處理得法故沒有土味，豉汁香鮮也不死鹹，很下飯。〈花膠扣鵝掌〉和〈羊腩煲〉，都烹調得相當到位，鵝掌和帶皮羊肉被煨燜得酥爛腴滑，骨與肉筷觸即離，吃來毫不費事。與定位高檔、訴求頂級客層的港式海鮮酒店相比，〈馥桂粵來〉的菜嚴格說來沒那麼細緻，也不講究擺盤。不過，這正是常民餐廳的「風範」，畢竟沒有那些繁文縟節與虛矯的裝飾，才能將成本降低並反饋給一般外食消費的族群呢。INDEX■馥桂粵來港式海鮮餐廳地址︰台北市松山區敦化南路一段7號電話︰02-25791213(工商時報),12,2015/10/24 00:00,2203,http://www.chinatimes.com/newspapers/20151024000245-260210,3,ltn00122,新．餐．廳－高檔商圈新餐廳 廣東老菜俗俗賣
122,松山區,AKB48的人氣成員倉持明日香、柏木由紀、高城亞樹2010年組成子團「French Kiss」，日前宣布解散，外傳柏木由紀與手越祐也傳出緋聞，才連累子團解散。她們唱完11月５日再見演唱會後，倉持選擇畢業單飛，轉任體育播報員；柏木和高城則回歸AKB48。《French Kiss》台壓版即日起發行。(中國時報)校正編輯：劉浩廷,13,2015/10/24 00:00,452,http://www.chinatimes.com/newspapers/20151024000681-260112,3,ltn00123,AKB子團French Kiss解散
123,松山區,國民黨台北市第三選區(中山區、松山區)立委候選人蔣萬安，形象清新、理性，初選打敗羅淑蕾參選立委，將與民進黨潘建志，以及第三勢力綠黨社會民主黨聯盟的李晏榕一較高下。台灣國會需要年輕的新血，正面的力量，而蔣萬安更是國民黨備受矚目的新生代，除了自身法律專長以外，亦十分關心台灣社會性別平等的問題。擁有法律專長的他，定期為市民提供免費的法律諮詢服務，更將個人的選舉活動結合LINE，讓市民可以更便捷的掌握他的最新政見與相關活動。他也推出「共乘」活動，親自開車接送選民，傾聽民意。蔣萬安重視民生議題，提出未來將從推動「幼兒照護」、「銀髮族照護」二個照護開始著手，以提高生育率為目標，推動完整幼兒醫療、托育、安親照顧計畫，促請政府鼓勵生育，降低年輕夫婦養育子女負擔；針對銀髮族，期盼推動「社區化」、「在地化」之立法，責成政府建構完整的社會照護、醫療制度。針對銀髮族規劃社會參與活動，讓銀髮族的生活品質更有尊嚴。在台灣土生土長，從建中念到政大，服完兵役後，進而出國留學，「重建台灣競爭力」也是蔣萬安提出的政見之ㄧ，首要目標是連結「教育與就業」，優化現行技職教育體系，鼓勵企業提供學生實習機會，透過「實務歷練」，培養適合企業需求的人才。在連結「科技與創業」，希望透過鬆綁法令限制，引進國外資金投資本土產業，新創公司根留本土，佈局全球，全民共享經濟成長的利益。在這一選區民進黨的準備顯然較為不足，首先是北市議員梁文傑主動退選，在徵召無黨籍潘建志後，又面臨第三勢力李晏榕的競爭，先前甚至傳出「五四新觀點」主持人陳斐娟有意競選，蔣萬安在這一選區的對手是誰，目前依然還是未定之數。相較之下，蔣萬安以其完整政見與堅強實力，很有希望能為國民黨在立法院拿下一席。【蔣萬安小檔案】學歷國立政治大學法律系、外交系雙學士美國賓州大學法律博士（J.D.）經歷萬澤外國法事務律師事務所 主持律師美國 WSGR （Wilson Sonsini Goodrich & Rosati ）執業律師美國Crone Law Group 執業律師(中時電子報)出版編輯：吳家詮校正編輯：陳慧仙,14,2015/10/22 00:00,9/10,http://www.chinatimes.com/realtimenews/20151022004930-260407,3,ltn00124,國民黨新生代蔣萬安拚未來
124,松山區,納豆在京華城12樓投資的「德古拉吸血鬼餐廳」，上月盛大開幕，佔地300坪、擁有250個座位，可說是亞洲最大的吸血鬼主題餐廳，裝潢造景從客人一進門就巧思不斷，必需喊出通關密語才能進入的吊橋，護城河血池都讓人驚豔，不過這可都是用錢堆出來的，光裝潢費就花了2500萬元！納豆表示，自己只是股東之一，其他股東對經營主題餐廳都很有經驗，餐廳從入門處就設計特殊機關吊橋和長達4米的護城河血池，挑高9米打造古堡風，店內還設有骷髏頭噴水池，更特別的是，在移動酒櫃內特別隱藏一塊VIP客區，客人能一邊享用美食一邊瞭望台北101、松山文創園區等夜景，勢必將成為跨年夜搶手景點之一。餐廳的每位服務生都打扮成吸血鬼造型，為了力求逼真，連臉上的血漿都特地從日本採購而來，除了視覺享受，餐點也是相當特別，有骷髏牛奶味噌火鍋，用蛋白特製的腦漿爆發料理，古堡公爵蝦球等美味又新奇，週末還會有LIVE BAND演出。(時周即時)出版編輯：郭匡超,15,2015/10/22 00:00,7207,http://www.chinatimes.com/realtimenews/20151022004137-260404,3,ltn00125,納豆投資吸血鬼餐廳 裝潢豪砸2500萬
125,松山區,民進黨主席蔡英文昨日出席台北市里長座談會，國民黨北市黨部事前大動作下禁令，要求自家里長「切勿參加」，但現場180位里長，竟有過半數來自藍營。國民黨松山區里長聯誼會會長袁俊麒更開炮痛批，國民黨中央為一己私利換掉洪秀柱，違反誠信原則，「一個認為是自我犧牲的人，他會毫不臉紅的去犧牲別人！」市黨部下令 嚴禁參加這場座談會由北市里長聯誼會總會長、無黨籍的勤榮輝主辦，在北市劍潭青年活動中心召開。會中，蔡英文、民進黨台北市黨部主委黃承國、律師顧立雄、北市民政局長藍世聰及勤榮輝等人，一字排開，坐在掛有「蔡英文 台北市里長座談會」的布條下，由顧立雄針對「里長職權與定位」演講。結束後，蔡英文緊接著在同一場地舉行公職後援造勢大會。座談並非由蔡陣營主動舉辦，但因「拔樁」意味濃厚，國民黨北市黨部主委陳永仁，早在19日就發文黨籍北市各里長，強調民進黨北市黨部，藉由里長聯誼會名義辦座談，是假藉討論里長職權與定位修法問題，行競選造勢之實，「本會要特別向各位從政同志報告，切勿參加」。陳永仁說，國民黨已召開臨全會通過由朱立倫代表黨參選總統，「懇請各位最前線的指揮官」，全力幫助黨凝聚共識，唯有團結才能勝選。小英到 藍3里長親迎儘管黨部已下達禁令，但座談會現場，總計湧入180位里長，占全北市456位里長的39％。12區里長聯誼會，有8個會長出席，包括松山區里長袁俊麒、信義區里長陳永昌，及大安區里長林正達，都來自國民黨。當蔡英文抵達會場，8位會長親自到門口迎接。同時，180位里長當中，親綠僅77人，其餘全來自國民黨與少數的無黨籍里長。有里長轉述，座談會中主要討論地方自治條例草案釐清里長定位，蔡英文當場允諾會交給黨的政策部門研議。有里長更直言，原先擔心會有國民黨里長藉機混入鬧場，但整場氣氛熱絡，還有人高喊蔡是「準總統」。松山區里長 大炮轟藍引發關注的是，國民黨的松山區里長聯誼會會長袁俊麒，在場外砲轟黨中央為一己私利，「換掉我們盡力拉票的柱柱姐」，違反黨的誠信原則，「一個認為是自我犧牲的人，他會毫不臉紅的去犧牲別人！」袁俊麒強調，國民黨北市黨部反對他們參加座談，他要反問國民黨為里長做了什麼？「只是選舉時候的工具嗎，選票還是在我們手中！」被問到是否擔心遭處分，他說不會，並說「如果這樣會被處分，那朱立倫因國民黨選情低迷就換柱，是否也要被處分？」他補充說，自己是基於職務爭取里權益，而非倒戈，支持的還是國民黨。信義區永吉里里長陳永昌表示，沒注意到黨部發文，但因里長聯誼會總會通知有此座談會，就前往聽聽看，沒有不滿黨部或支持小英，「我一定是支持黨內提名的參選人」。但大安區里長聯誼會長林正達低調地說，對此事無意見，其餘不願多談。(中國時報)校正編輯：林宜靜,16,2015/10/23 00:00,43733,http://www.chinatimes.com/newspapers/20151023000368-260102,3,ltn00126,小英北市里長座談 180個到 逾半屬藍
126,松山區,《中國時報》●小英北市里長座談 180個到 逾半屬藍進黨主席蔡英文昨日出席台北市里長座談會，國民黨北市黨部事前大動作下禁令，要求自家里長「切勿參加」，但現場180位里長，竟有過半數來自藍營。國民黨松山區里長聯誼會會長袁俊麒更開炮痛批，國民黨中央為一己私利換掉洪秀柱，違反誠信原則，「一個認為是自我犧牲的人，他會毫不臉紅的去犧牲別人！」●醫教納勞基法 勞動部反對勞動部長陳雄文昨天在立法院時表示，基於醫療工作具有特殊性質，不贊成直接將醫師納入規範，因為《勞基法》給予的彈性較不足；同理，教師的部分也應在《教師法》中明訂，不適用《勞基法》。●朱王會診共識 鎖定嘉南換將國民黨再傳陣前換將！在總統參選人確定「柱下朱上」後，屬於泛藍艱困選區的立委戰局，也將隨著朱立倫與王金平兩人的會商主導，進行微幅調整，主要鎖定台南市與嘉義市。勞動部長陳雄文昨天在立法院時表示，基於醫療工作具有特殊性質，不贊成直接將醫師納入規範，因為《勞基法》給予的彈性較不足；同理，教師的部分也應在《教師法》中明訂，不適用《勞基法》。《蘋果日報》●李珍妮：孩子姓宣較好名媛李珍妮10年前在美國產下一女，由聯電榮譽副董宣明智認領，前年卻驚爆李珍妮女兒的生父，其實是開發金前執行副總吳春台，李珍妮瞞著宣明智，讓他白白扶養吳的女兒長達7年多，引發各界譁然，李珍妮前天接受《蘋果》專訪，首度對外揭開秘辛，她坦言當年讓女兒都叫2人爸爸，撒謊是因「宣明智比吳春台有情有義，我當時認為，孩子姓宣比較好」。●戰力升級 我F-16V首試飛空軍F-16 A/B戰機的的性能提升「鳳展」計劃有最新進度。美國洛克馬汀公司日前將我一架F-16A型單座機，完成性能提升及試飛，定名為F-16V。由於其配備最先進的APG-83主動電子掃描相控陣列（AESA），就連中國解放軍最先進的匿蹤戰機殲-20都逃不過它的追蹤，所以將成為戰力最強大的F-16戰機。●水鉛量若超標 將供用戶驗血台灣自來水公司與台北自來水事業處，以鉛管供水逾三十年給三點六萬戶民宅，連日來均以鉛管水質含鉛量低於國際標準為由、不提供鉛管戶血鉛檢驗，在輿論壓力下，台水公司昨首度鬆口說，若最新水質檢驗鉛含量超標，不排除安排用戶驗血鉛含量。台北市長柯文哲則指，衛生局一周內將對此問題，提出專業處理建議。《聯合報》●酒駕「三振」犯擠爆監獄 中檢准易科罰金為遏阻酒駕，法務部訂出酒駕三犯即發監的「三振條款」，因酒駕入獄人數逐年攀升，監所人滿為患，台中檢方決定「自行」放寬標準准予易科罰金，迄今已有兩百多酒駕被告免去牢獄之苦。●朱立倫首場下鄉 小雞團團圍繞國民黨總統參選人朱立倫昨天啟動下鄉行程，首站到台中，「決戰中台灣」意味濃厚。台中八位立委參選人全員到齊，包括紅派前議長林敏霖、黑派前縣長黃仲生等要角現身力挺，展現基層大團結。●台援 澆灌史瓦濟蘭4500童十月，史瓦濟蘭迎來今年的春天，車輛疾行在公路上，沿途大把燦開的紫薇花帶來驚喜。一個轉彎，柏油路換成黃土路，高速前進的四輪傳動車顛簸得厲害，車子在一棟平房前停了下來，幾個半人身高的孩子從門裡竄出，一抬頭，「Hope House（希望之家）」油漆字就在照不到陽光的門上。《自由時報》●法部推動意定監護// 老人自定監護人 不限血緣施行已八十多年的民法，將有重大變革，鑒於台灣已邁向高齡化社會，法務部將修法推動「意定監護」制度，未來可讓老人自己預先決定未來失能後，誰來當他的監護人，即使是沒有血緣關係者也可以。●新北消防局長收八仙門票？檢分案調查自稱「八仙塵爆非官方受害家屬協會」的陳姓女志工，昨在八仙塵爆案被起訴的彩色派對負責人呂忠吉召開記者會後，指控新北市消防局長黃德清、新北市消防第三大隊，涉嫌收受八仙樂園提供的入園免費票券。●中共新黨紀 妄議中央最重開除黨籍中共中央二十一日發布最新版「中國共產黨紀律處分條例」，號稱改革開放以來「最嚴黨紀」。整合違紀行為共六類，採負面清單表列，鉅細靡遺，包括「妄議中央大政方針」、「結黨營私」，還有「逃往外國使領館」、「與他人發生不正當性關係」都在違紀之列，明年一月一日實施。(中時電子報)出版編輯：梁惠明,17,2015/10/23 00:00,5979,http://www.chinatimes.com/realtimenews/20151023001365-260401,3,ltn00127,10月23日各報頭版要聞
127,松山區,"遠雄流通事業斥資8億開發首家購物中心─汐止U-TOWN預計本周五登場，一手主導的董事長趙藤雄昨日在開幕前特別巡視現場；高達3萬坪賣場初期引進200家品牌，包括餐飲、休閒、運動專賣店各占三成，預計含家樂福在內，全年業績上看35億。遠雄流通事業總經理詹永進強調，預計以每年開一店速度在台展店至少6家，明年初還有林口OUTLET等登場，未來還評估搶進台中、嘉義、台南與高雄等市場。儘管遠雄巨蛋開發案還卡在台北市府，唯遠雄流通事業開發購物中心腳步不停歇，首號店汐止U-TOWN商場從地下一樓至4樓，200個品牌主要以滿足汐止、南港、基隆等近80萬人口需求為主，包括餐飲、美式休閒櫃位與運動休閒專賣店。詹永進強調，半年前地下樓餐飲樓層先行開幕，座位席高達1,200個，可說是全台購物中心最大美食區，汐止近20萬人流在地消費很有潛力，像是瓦城餐廳業績每月平均500萬，比南港CityLink瓦城高出近2倍，而家樂福一年業績亦從舊館的13億、目標上看15～18億元。近年來地產開發商積極轉型走車站經濟，包括潤泰集團3年前跨足百貨零售業推CityLink，陸續攻下台鐵松山車站、南港車站等，而遠雄U-TOWN購物中心則近台鐵汐科站，為讓車站與購物中心連通，遠雄流通事業在上半年已向台鐵申請汐科站增設「中央出口」連通U-TOWN地下三樓，預計農曆年前可望連通，而地下樓包括星巴克、山崎麵包等，均是看重汐科每日上班人潮達5～6萬人次的外食商機。為配合U-TOWN購物中心開幕，位於二棟的遠雄博物館亦首發推出風迷全球的「進擊的巨人展WALL TAIPEI」，提前於12月11日才要在松菸登場的進擊的巨人展，展場布置成遭巨人襲擊的實體情境，相當吸睛，加上配合兒童樓層所推出迷你豬農場現身賣場中，預期將吸引臨近地區包括基隆、南港等家庭客。而除了遠雄、潤泰集團搶攻汐止、南港、松山等車站經濟外，冠德集團旗下環球購物中心亦於今年標下南港車站商場，與CityLink正面對決，為區隔City Link家庭客層，環球主打上班族賣場，搶攻南軟逾2萬上班族消費力，預計明年第三季開幕。(工商時報)",18,2015/10/21 00:00,7279,http://www.chinatimes.com/newspapers/20151021000165-260204,4,ltn00128,遠雄U-TOWN 10/23開幕
128,松山區,台北市議會「型男議員」戴錫欽，今年初遭《周刊王》獨家披露3度「車會」美女議員許淑華。《周刊王》調查後發現，戴仍與老婆同住，夫妻感情似乎未受影響；然而在9月16日深夜，戴遭直擊隻身進入知名情色按摩店，一待就是3小時。當晚8點左右，戴錫欽從住家開車，來到南京東路五段的「京華城男女舒壓時尚館」。或許不想引人注意，明明店家門口有泊車服務，他依然自行駕駛到附近的收費停車場，再步行回店，隨即被服務小姐帶往2樓包廂，直到深夜近11點半，他才下樓結帳，神情輕鬆愉快地返家。記者兩次入店內消費，向兩位按摩小姐查證，均表示可私下提供俗稱做半套的「手工服務」，店家不干涉，但要另外收費，價格約1000~1500元。轄區的松山分局表示，該店曾因此數度遭檢舉，但從未被查獲。女經理「阿玉」澄清，店內禁止小姐在包廂替客人進性服務，戴錫欽則無回應。八仙樂園粉塵爆炸案10月16日偵結，八仙董座陳柏廷和總經理陳慧穎姊弟，獲不起訴處分；他們委任的律師來頭不小，來自於前檢察總長陳聰明擔任榮譽所長的明永法律事務所。「明永」主持律師絲漢德和曾益盛，分別是檢察官與法官出身，為陳柏廷辯護的絲漢德是陳聰明的女婿。陳柏廷還加聘曾任台北地院法官的林政憲律師聯手辯護，果然成功撇清刑責。外界推測，律師花費相當可觀，難怪遭起訴的呂忠吉直嘆「司法真的是有錢人玩的」。本期隨刊附贈「亞洲男神」李敏鎬跨頁帥照！更多精采內容，詳見今天上市的《周刊王》。(中國時報),19,2015/10/21 00:00,7972,http://www.chinatimes.com/newspapers/20151021000481-260106,4,ltn00129,戴錫欽撇妻 進情色按摩店
129,松山區,房市納涼，觀望氣氛未能突破，購屋大眾置產意願低落，最新調查發現，台北市現在每100戶中，購屋戶數平均不到2戶，只有1.88戶。大家房屋今（19）日公布最新調查指出，今年全台六都，相較去年同期，都呈現衰退。其中，衰落最多的區域在桃園市，下滑1.94個百分點；但累計前三季平均購屋比為3.46％，還算全台最高。大家房屋副總經理劉明哲表示，現階段交易量無法突破，主要在於買賣雙方對房價認知差異大，台北市房價高門檻高，置產者固然較少，新北市話題不如去年多，因此下滑了1.72個百分點。至於台中，有交通建設支撐，今年家戶購屋比3.19%；台南、高雄方面，受整體房市影響小，衰退幅度較小，現階段皆以自住戶為主，台南家戶購屋比2.06%，高雄2.30%，表現較穩定。大家房屋統計今年前三季「家戶購屋比」，台北市1.88%最低，平均每100戶中不到2戶購屋，而相較去年同期，六都皆呈現衰退趨勢，衰落最多的區域在桃園市，下滑1.94個百分點，台北市房價高，置產門檻高，故家戶購屋比最低；而桃園市雖然下滑最多，但也是今年家戶購屋比最高的區域，平均每100戶就有3.46戶購屋，郎美囡指出，桃園市去年在航空城話題下締造了高交易量，今年雖然航空城計畫可能生變，但桃園市房價相對較低，交通建設話題性支撐，加上生活機能豐富，還是吸引購屋人在此置產。(工商即時)出版編輯：任鳳儀,20,2015/10/19 00:00,1745,http://www.chinatimes.com/realtimenews/20151019002374-260410,4,ltn00130,北市房市納涼 每100戶不到2戶購屋
130,松山區,上屆高中籃球聯賽(HBL)冠軍松山高中，提前在長耀盃高中籃球賽展現強烈衛冕氣勢！全場跟南山高中一路糾纏的松山，靠著最後10.6秒「丁丁」丁聖儒飆進逆轉三分彈，終場72比68驚險氣走南山，松山隊史首次在長耀盃奪冠，丁聖儒獲選男生組MVP，最佳教練是松山黃萬隆。高國豪繼續拿出全能發揮，貢獻全場最高23分、且有9籃板、4助攻、4抄截，唯一美中不足的是他也出現7失誤，陳建銘15分，帶著嘴唇傷勢上場的孫思堯14分、15籃板及5火鍋，丁聖儒13分、4籃板與3抄截；南山則以簡家暐14分、9籃板及3助攻表現較佳。(中時電子報)出版編輯：黃及人,21,2015/10/18 00:00,571,http://www.chinatimes.com/realtimenews/20151018003322-260403,4,ltn00131,長耀盃松山首次封王 丁聖儒MVP
131,松山區,台南市登革熱防疫工作9月中旬由中央接手，1個月來病例數終於下降，環保署長魏國彥18日帶著管考人員南下視察「防堵與切穿」策略成果，記取經驗作為明年工作要點，並與台南市長賴清德互相稱頌，認為中央、地方相互合作，才是防疫成功關鍵。魏國彥提出生物滅絕有兩大因素，第一是棲地消失，第二是棲地破碎化，政府推廣孳生源清除，就是讓蚊子的棲地大幅消失，另外棲地的破碎化，就是依照生物的地理學，開始進行「防堵與切穿」工作。「簡單說，就是防堵森林失火的概念」魏國彥以國外防止森林火勢蔓延為比喻，在火勢外圍開闢防火巷，如同登革熱防疫開闢防堵圈，迫使蚊子的棲地破碎化。且分成四期執行，目前已完成前三期。高雄去年1萬4千例登革熱病例數，直到11月初才下降，台南在10月中旬獲得控制，魏國彥認為「防堵與切穿」策略已有初步成效，18日帶了管考人員南下，了解作業過程，繼取今年的台南經驗，作為明年登革熱工作的推動依據。賴清德18日向環保人員深深鞠躬，表達感謝人員辛苦防疫，感謝環保署提供的專業技術與見解，將疫情降溫歸功於中央與地方政府互相合作，沒有互踢皮球，並指稱這在過去相當少見，並希望藉由防治登革熱疫情，市民動員孳清，可以台南這城市變得更乾淨、美麗。(中時即時)出版編輯：林柏安,22,2015/10/18 00:00,1446,http://www.chinatimes.com/realtimenews/20151018001884-260407,4,ltn00132,台南登革熱疫情趨緩 環保署長率隊南下視察
132,松山區,中信兄弟牛棚今天在總冠軍賽第2戰守住戰局，4位後援投手全部沒有失分，其中林英傑中繼2局、中信兄弟又贏球，他打破自己參與的總冠軍戰17連敗的魔咒，林英傑說：「心中的石頭可以放下了！」今天中信兄弟牛棚杜家明、林英傑、謝榮豪與陳鴻文都沒有掉分，林英傑中繼5、6局沒有被安打、送出3K，終場中信兄弟又贏球，林英傑打破輸球的魔咒，賽後他捧著肚子說：「在休息區看得很緊張，胃都痛了，第一次看球看到胃痛。」今天中信兄弟扳回一城，讓總冠軍戰打成1勝1敗，林英傑也破了魔咒，他指出，這是大家的努力，大家堅持到最後，他的內心也較好過，既然破咒，他希望往後繼續加油。林英傑強調：「洋將人力有限，贏球還是要靠本土投手的努力，其中牛棚是重要的力量。」林英傑從台灣大聯盟雷公到中職誠泰隊、興農牛、義大隊與中信兄弟參與了17場總冠軍比賽輸球。(中時電子報)出版編輯：陳志祥,23,2015/10/18 00:00,1522,http://www.chinatimes.com/realtimenews/20151018003352-260403,4,ltn00133,中信兄弟林英傑打破17連敗魔咒
133,松山區,繼複賽輸給南山高中28分，U16中華隊今天又上了1堂震撼教育，力拚40分鐘難破「綠色神盾」北市松山的招牌防守，終場59比82失利，只能打明天下午5點40分的長耀盃季軍賽，對手將是南湖。8連勝、且屬唯一不敗之師的松山，晚上7時20分將與南山爭冠，尋求首度封王。連遭HBL「雙山」先後洗禮，U16中華教頭吳正杰說，松山既強又硬，相形下，U16小將明顯太嫩，除了破不了松山全場壓迫，本身方法也打不來，防守卡位又不確實，防守籃板全面失守，光在總籃板，松山47個，含進攻籃板27個。前30分鐘絲毫未鬆手，松山教頭黃萬隆說，大比數勝出，這並非「上課」或刺激中華U16，而是盡全力打，讓小1、2歲的小國手找出自身攻防的不足。談到這批U16小國手，黃萬隆說，高度還OK，整體素質卻略不及2000年亞青賽、田壘為代表的那屆。松山「兩百」孫思堯15分、8籃板，高國豪17分、10籃板、5抄截、2助攻，丁聖儒助攻、抄截各3；U16中華隊以高承恩12分最高，張鎮衙11分、林庭謙10分，唐維傑僅4分、3籃板，教頭吳正杰表示，唐維傑不見了，他是有能力、也被寄予厚望的，得快醒來。(中時電子報)出版編輯：黃及人,24,2015/10/17 00:00,507,http://www.chinatimes.com/realtimenews/20151017004322-260403,4,ltn00134,給小老弟上課 松山晉級長耀盃決賽
134,松山區,《Airway世界民航雜誌》與松山機場合辦的2015年度第三季航空市民舞台活動「航空知識講座II」，於10月17日上午9時30分在松山機場3樓觀景台盛大舉行，共有約150名民眾到場參與，前後歷時3小時，共分為空姐講堂、機長講堂、Q&A;時間、幸運抽獎與世界民航雜誌出版的新書Mook05簽書會等5大部分，活動於中午12時30分圓滿結束。由於2014年12月所舉辦的航空市民舞台活動「航空知識講座」獲得民眾熱烈迴響，《Airway世界民航雜誌》再次邀請Airway 專欄作家─順風機長，進行第二次的航空知識講座，講解「飛機起飛遭遇發動機失效的處置」，並開放現場Q&A;時間，回答現場民眾關於飛行或飛機的提問。現場也另邀請現役資深空姐Nitta，對客艙內時常遇到的一些問題與疑難雜症進行解說，並分享航班上趣味橫生的旅客百態。活動最後《Airway世界民航雜誌》提供精美金屬飛機模型、機長熊玩偶與《Airway世界民航雜誌》新作Mook系列叢書第5集「世界主要航空公司」等幸運抽獎獎項給參與民眾，並由新書法籍作者Manuel Negrerie在現場進行簽書會。《Airway世界民航雜誌》於2012年開始與松山機場公司合作，每季於松山機場觀景台舉辦航空市民舞台活動，主旨在於增加民眾對航空業的瞭解，並回饋台北市民。《Airway世界民航雜誌》自1997年7月創刊，已發行220期，是東亞地區唯一一本繁體中文專業民航月刊雜誌，在台灣、香港與中國大陸兩岸三地皆有發行。(工商即時)出版編輯：郭匡超,25,2015/10/17 00:00,813,http://www.chinatimes.com/realtimenews/20151017002749-260405,4,ltn00135,松山機場航空市民舞台 機長、空姐開講
135,松山區,松山高中今天雖在長耀盃男生組8強戰，首節跟東泰高中打成18比18平手，卻在第2節發揮「綠色神盾」本色，單節只讓對手拿到6分，進攻則靠上屆高中籃球聯賽MVP高國豪單節貢獻11分，一舉拉開雙方差距，松山終場83比56大勝東泰，明天準決賽將跟U16中華隊交手。高國豪拿下22分、8籃板，可是三分球投6中1，松山教練黃萬隆並未責怪這名愛將，反而強調全隊都累了，「我們從信念盃一路打到現在，所有主力身體都很疲倦，我只希望大家保持專注，努力比完長耀盃就好。」呂蔡瑜倫也有13分，陳建銘12分、4籃板。松山全場發生28失誤，比東泰還多5次，其中先發控衛「丁丁」丁聖儒只打20分鐘，卻出現全隊最多的5失誤，黃萬隆賽後還特別把丁聖儒念了一頓，丁聖儒說：「我確實出現過多失誤，黃教練罵我也應該，只是這麼多天都在比賽，我們真的都累了。」(中時電子報)出版編輯：黃及人,26,2015/10/16 00:00,638,http://www.chinatimes.com/realtimenews/20151016004280-260403,5,ltn00136,「神盾」防守奏效 松山挺進4強
