_id,area,content,count,date,link,page,pk,title
391,松山區,〔記者錢利忠／台北報導〕台北市翁姓男子不滿吳姓鄰居講他壞話，指「他家的狗到我家門口撒尿，還在巷子到處撒尿，把巷子當作他家…」，氣得找吳男理論，並怒罵吳男「XX娘」，吃上公然侮辱官司，台北地檢署認定他此舉已貶損吳男的人格及社會評價，依公然侮辱罪將他起訴。去年10月12日晚上10點多，翁男在松山區住處附近的檳榔攤，聽到吳男向買檳榔的顧客抱怨，指翁男養的狗到處在巷子撒尿，氣得上前與吳男理論，一氣之下，竟當眾罵吳男三字經。吳男不甘受辱，怒控翁男公然侮辱；檢方考量翁男在巷口罵吳男三字經，其他人都能聽到，認定翁男此舉已貶損吳男的人格，所以將他起訴。,13,2015-10-21  14:03,http://news.ltn.com.tw/news/society/breakingnews/1482575,1,ltn00392,只為了小狗該在哪裡撒尿...罵鄰居三字經遭起訴
392,松山區,台北長庚醫院胃腸肝膽科醫師陳益程、許朝偉10月24日上午10時30分至12時，在該院中醫暨早療中心B1會議室（台北市松山區敦化北路199號）分別主講「認識慢性B肝、自然史及檢驗判讀」、「慢性B肝治療的現況」。洽詢電話為（02）2713-5211轉3620。,14,2015-10-21,http://news.ltn.com.tw/news/life/paper/925643,1,ltn00393,《健康充電站》B肝病友講座
393,松山區,〔記者郭安家／台北報導〕市長柯文哲對外宣稱「台北市要來當藍綠的非軍事區」，但現在卻是頻頻以「不站台、不掃街」非典型方式替國民黨以外立委參選人輔選；近幾個月柯陸續為親民黨、時代力量參選人輔選，甚至遠赴苗栗為民國黨站台，未來還規劃民進黨選將。事實上，柯政治幕僚早已陸續接受選將提案輔選，接著每週一中午市長室主任蔡壁如再確定行程細節，爭取柯文哲非典型站台，已成各參選人另一場爭奪戰。民進黨北市第三選區徵召人選因潘建志不顧勝敗堅持參選到底至今難產，據了解，潘在黨內協調過程中即不斷強調，柯文哲會幫他站台，以此要求民進黨徵召他。親民黨內湖、南港立委參選人黃珊珊也已兩度在公園「相遇」柯文哲，爭取柯陪同視察內湖建設。而民進黨士林、北投立委參選人吳思瑤也強調，只要她提出需求、時段，柯Ｐ幾乎會排入保留當天時間跑行程，「有求必應」，選前兩個月她會密集使用。外界傳出民進黨希望柯文哲輔選高喊「某某某凍蒜」，但吳說，「只要柯Ｐ來我的場，一切盡在不言中」。一位立委參選人幕僚坦言，柯文哲會集中火力為有機會當選的人輔選，參選人幕僚會將選舉行程企劃提交給北市府顧問，優先安排立委選舉場，通常會讓企劃「變得沒有選舉味」，接著參選人幕僚還會一起參加市府週一中午蔡壁如主持的行程會議，討論細節及注意事項。另一方面，觀光傳播局長簡余晏去年一度傳出要選中山、松山區立委，但因官職在身，轉而支持潘建志，簡的幕僚、樁腳早已在地方上為潘輔選，月前因民進黨擬徵召陳斐娟參選，簡余晏樁腳紛紛轉向，但簡仍堅持潘參選到底，不惜讓民進黨勝選破局，此舉已讓地方盛傳，簡擬透過潘卡位選下次立委。對此簡余晏昨接受訪問時表示，潘的選戰幕僚已經不是她的助理，「前助理」對地方嫻熟，幫誰是自己的權利；她是政務官，至今還未幫潘做輔選動作，且政務官上班時間中立，下班或請假參加選舉活動是她的權利，沒有中不中立的問題。,15,2015-10-19,http://news.ltn.com.tw/news/local/paper/924947,1,ltn00394,〈台北都會〉中立破功 柯Ｐ非典型輔選行程滿檔
394,松山區,〔記者吳政峰、林欣漢、金仁晧／綜合報導〕基隆市政府人事處長張建豐昨日酒駕肇事，酒測值達每公升0.9毫克，已接近刑法「不能安全駕駛罪」標準值0.25的4倍，警依公共危險罪移送士林地檢署，複訊後請回。基隆市長林右昌昨天證實，張建豐確有酒駕，林右昌表示，人事主管發生這種行為極不恰當，明將召集相關主管討論後續懲處事宜，將張調整職務；據了解，張建豐至少將被記一大過。警方調查，16日下午接近5點左右，張建豐駕車行經麥帥一橋往東方向，在擁擠車陣中突然恍神撞擊前車，幸僅有車損，人未受傷，台北市警局內湖分局潭美派出所員警獲報到場進行酒測，發現張建豐的呼氣酒精濃度達每公升0.9毫克，數值之高，令處理員警咋舌，將他帶回警所偵訊。張建豐表示，16日前往台北市政府開會，中午在松山區吃飯，席間喝了幾杯高粱，結束後欲返回基隆，未料竟失神肇事。警詢後認為事證明確，16日晚間9點將他移送士林地檢署複訊，訊後請回。張建豐東吳大學法律學系畢業，民國74年退除役乙等特考普通行政科及格，曾任台北市政府人事處主任秘書、專門委員、科長、秘書。基隆市政府人事處長張建豐涉嫌酒後肇事。（記者吳政峰翻攝自基隆市政府網站）,16,2015-10-18,http://news.ltn.com.tw/news/society/paper/924647,2,ltn00395,基市人事處長酒駕 林右昌速懲
395,松山區,〔記者謝君臨／台北報導〕領有身心障礙手冊的35歲張姓男子，不知何故，多次在大台北地區假冒老師，向學生借運動服，曾讓一名國中生僅著內褲受困廁所裡；日前張男故技重施，在尾隨另名國中生返家，再次謊稱自己是學校老師，要向學生借運動服，學生家長報警處理；台北地檢署調查後，今依妨害自由、詐欺等罪將他起訴。檢警調查，家住新北市的張男不知何故，多次於大台北地區四處徘徊，向國中男生謊稱自己是學校老師，要向學生借運動服，還有學生叫他「麥克哥」，身高約170公分，體型瘦長黝黑，理著平頭，有時候還會戴墨鏡。今年5月19日，張男在北市松江路向一名國中生謊稱自己是老師，因為有學生要參加籃球比賽，需要向他商借運動服，隨即將國中生帶到速食店廁所，要求學生脫下運動服給他，得手後逃逸，學生因全身上下只剩一條內褲無法追趕，躲在廁所30分鐘後，才由店員協助脫困。今年7月21日，張男又在新北三峽的蝴蝶廣場社區附近，向另名國中生故技重施，拉著國中生要向他借運動服，所幸當時有名見義勇為的婦人上前協助，才讓學生得以脫困。今年8月31日，張男再次現身北市松山區，看見一名國中生穿著運動服返家，竟尾隨其後，跟到學生住家後佯稱自己是學校老師，需要一套運動服，男學生雖覺得奇怪，仍回房拿了一套運動服給張男，學生家長得知後，擔心運動服被用於不法，報警逮人。,17,2015-10-16  19:22,http://news.ltn.com.tw/news/society/breakingnews/1478013,2,ltn00396,頻向國中生借運動服 「麥可哥」被起訴
396,松山區,〔記者謝君臨／台北報導〕魏姓房仲看好房地產市場，數年前邀約陳姓女友一同炒房，由陳女主要出資，魏男投入部分所得，雙方再按比例分配獲利，孰料2人日後分手，陳女原承諾要分給魏男400多萬元，但事後卻又把錢委託林姓新歡炒房，魏男因人財兩失，憤而控告陳女、林男背信等罪，雙方調解破局，台北地檢署調查後，今將陳女起訴，至於林男則因不知情獲不起訴處分。檢方調查，99年至102年期間，曾任房仲的魏男認為房地產市場後勢看漲，邀約陳姓女友合資炒房，2人看準北市南港區中坡南路、松山區饒河街的2筆房地產投入資金操作，先投資南港區的A屋，獲利後再將資金投入松山區的B屋，由此逐步利滾利。起訴書指出，截至102年1月，魏男的獲利加出資共計為447萬9931元，但因當時2人感情已生變化，未免日後爭議，雙方於同年2月1日簽立協議書，確認魏男提供上訴金額與陳女合資購屋，如轉售獲利將由2人平分，不料7月雙方宣告分手，陳女不但未退還魏男金錢，還透過不知情的林姓新歡代為出售B屋。檢方指出，陳女與林男相約，如出售B屋售價超過2400萬元，則超過部分全數歸予林男，而後林男於去年7月，以總價3700萬元出售B屋，陳女獲2400萬元後，扣除成本2300餘萬，總計獲利67萬餘元，但陳女卻未平分33萬餘元給魏男，加上先前魏男所投入的447萬餘元，陳女共積欠魏男481萬餘元。檢方表示，魏男因人財兩失，憤而檢具陳女所簽立的協議書，控告陳女、林男背信、詐欺、侵占等罪，雙方曾於中山區公所申請調解，但最後仍破局。檢方傳喚陳女出庭，並出示陳女所簽下的協議書，詢問她為何未依約將獲利及出資還給魏男，陳女則辯稱該份文件是在魏男脅迫下才簽名，並未同意要將錢還給魏男。檢方再傳林男出庭，他表示自己對於陳女、魏男之間的糾紛並不知情，也不清楚2人之間有何協議內容。檢方調查後，因無證據顯示陳女遭魏男脅迫，難以單憑單一指述認定陳女是在違反自己意願下簽名，故仍依背信罪將陳女起訴，至於林男則因不知情，獲不起訴處分。魏姓房仲看好房地產市場，數年前邀約陳姓女友一同炒房。示意圖，與本新聞無關。（情境照）,18,2015-10-14  12:08,http://news.ltn.com.tw/news/society/breakingnews/1475093,2,ltn00397,房仲約女友合資炒房 分手後人財兩失
397,松山區,〔記者錢利忠／台北報導〕台北市幼兒園中班5歲女童，與同班男童吵架，氣得嗆要打他，男童回家向母親告狀，老師事後認為女童有錯，拉著她向男童道歉，此反引起女童的父親不滿，怒控老師及園長等3人強制罪，台北地檢署認為老師曾先詢問女童有無說要打男童，釐清事發經過後，才帶她去道歉，未逾越合理管教範圍，昨將3人不起訴。今年3月，就讀松山區某幼兒園5歲女童，與同班男童嬉鬧時吵架，女童說要打男童，男童跟母親告狀，母親在聯絡簿上請老師注意此事。老師詢問女童，她承認有說要打男童，被老師拉去向男童道歉，女童向父親打小報告，她父親認為小孩吵架很正常，且無法證明女兒曾說要打男童，怒提告訴。,19,2015-10-14,http://news.ltn.com.tw/news/society/paper/923541,2,ltn00398,師沒逼道歉 女童父告不成不當管教
398,松山區,〔記者錢利忠／台北報導〕台北市一名就讀幼兒園中班的5歲女童，與同班男童吵架，氣得怒嗆要打他，男童回家向母親告狀，老師事後認為女童有錯，拉著她向男童道歉，此舉反引起女童父親不滿，怒控老師及園長等3人強制罪，台北地檢署認為老師的管教未逾越合理範圍，今將3人不起訴。今年3月，就讀松山區某幼兒園的5歲女童，與同班男童嬉鬧時吵架，兩個小朋友互不退讓，女童一時氣不過，當場嗆說要打男童，男童回家後愈想愈生氣，便跟母親告狀，母親隨即在聯絡簿上請老師注意此事。之後老師詢問女童，她承認有說要打男童，因此被老師拉去向男童道歉，心不甘情不願的女童，回家後也向父親打小報告，她父親認為小孩吵架很正常，且無法證明女兒確實曾說要打男童，因此怒控老師、園長等3人強制罪。檢方認為，老師當時曾先詢問女童有無說要打男童，釐清事發經過後，認為女童有錯，才拉女童向男童道歉，此舉仍屬於合理管教範圍，認定3人罪證不足。台北市一名就讀幼兒園中班的5歲女童，與同班男童吵架，氣得怒嗆要打他，示意圖，與本新聞無關。（情境照）,20,2015-10-13  16:25,http://news.ltn.com.tw/news/society/breakingnews/1474245,2,ltn00399,女童嬉鬧怒嗆要打男同學 老師拉她道歉反挨告 
399,松山區,台北長庚醫院針對居家照護病友及家屬，邀請護理師劉蘭羲10月17日上午9時30分至12時，在該院中醫暨早療中心B1會議室（台北市松山區敦化北路199號）主講「鼻胃管及尿管之護理」。洽詢電話為（02）2713-5211轉3620。,21,2015-10-13,http://news.ltn.com.tw/news/life/paper/923371,2,ltn00400,《健康充電站》居家照護講座
400,松山區,〔記者徐義平／台北報導〕即便是位在同一條路、共享同一個生活圈，只是過條馬路，竟出現不同的房市行情，關鍵就在於行政區域大不同，門牌效應也跟著浮現，有3~16%的價差。好房網總編吳光中表示，隨著房市持續低迷，門牌效應已不若以往，但精華地段仍有一定的買盤支撐，才會造成價差高低不一的情形，以價差最大的光復南路來看，西側大安區每坪房價站穩91.5萬，東側信義區也有每坪90.5萬的行情，但北邊的松山區單坪竟僅76.7萬元，單坪最大價差達14.8萬元，如以購買20坪房子來看，同樣住在光復南路上，僅隔條馬路，入住大安區要1830萬，松山區僅1534萬，價差高達近300萬之多。但反觀位於復興北路的中山區及松山區，單坪價差僅2萬，主要因為松山區及中山區皆位處蛋黃區，復興北路沿路為捷運文湖線，生活機能相當，但中山區較多住宅產品，松山區則以住辦混合產品居多，因此有微幅價格落差。一條路兩樣情的門牌效應也出現在中華路，永慶房屋西門店楊証舜店長表示，門牌效應跟學區影響最大，位處中華路一、二段的萬華區，因有西門町、家樂福等，生活機能相當完善，交通也四通八達，但每坪成交均價僅50.2萬，相較於馬路另一端的中正區，雖生活機能不若對面完善，但因具中正區門牌弘道國中、教大附小等學區，故每坪均價55.6萬，兩者差距也有5.4萬，呈現房價兩樣情。值得關注的是，沿路有捷運古亭站、中正紀念堂站、台電大樓站及公館站停靠的羅斯福路三段，竟也開出不同的房價，西側的中正區，每坪成交均價86.5萬，相較於鄰近的大安區每坪均價90.5萬，價差僅4萬元，門牌效益逐漸遞減中。和平東路三段西南邊是大安區、東北側是信義區，過個馬路，每坪也有4.6萬的價差，主因為西南側的大安區生活圈完整，較為繁榮，但隔條馬路的信義區除門牌效應外，生活機能也不若大安區完善，因此有此價格落差。吳光中建議，「同路不同價」具有兩個指標意義，首先對於預算有限的自住客而言，可以用相對低檔的價格，過個馬路即享受到同樣的生活圈，十分划算，其次，對於置產投資客，更要留意因為行政區域門牌效應所帶來的加值效果，才能買到高含金量的增值潛力路段。,22,2015-10-09  13:54,http://news.ltn.com.tw/news/business/breakingnews/1470347,2,ltn00401,同路不同區價差大 北市光復南路每坪價差達14.8萬
401,松山區,〔記者游蓓茹／台北報導〕位於北市松山區復建里內，有一塊一六八位居民自耕自食的「幸福農場」，但地主國防部認為，該閒置空地是無償借用給居民，用途為「綠美化」，只能「種草、種花」，不能種農作物等經濟作物，否則就要有償租借。昨國防部代表出席松山里長座談會時，此番言論惹惱市長柯文哲，讓柯Ｐ直言，「你腦袋硬度很高！」「我ＥＱ很差！他再講我就會抓狂！」柯現場要求兵役局安排拜訪國防部決策者，再來解決。這塊「幸福農場」位於光復南路卅二巷內，二○一二年開闢至今， 佔地五百坪，其中耕地三百五十坪，每年抽籤決定「城市農夫」。復建里里長林坤信昨在座談會說，農場規劃屬多功能、開放式，目前有一六八位，每位可耕作四尺乘八尺寬、約一塊榻榻米的農地，但是國防部不希望居民「種菜」，要求應轉變成「綠地」，不過，居民認為種菜比綠地更符合需求，希望國防部可讓農場保留。柯抓抓頭、詢問「綠化跟種菜」有何不同？他搞不懂差別。國防部回應，因為土地是無償給區公所使用，不得種植經濟作物，若「種花、草」，不會有意見，但不得私下改成種農作物經濟物、拿去賣。柯再詢問里長，種的菜有拿去賣嗎？國防部回應，雖然都說沒賣菜、「但實際上誰會知道？」口氣略帶輕蔑說，「大家要種菜，可以跟我們用租的，我們不會有意見」。柯文哲隨即生氣表示，「你的腦袋硬度太高」，並詢問對方長官是誰？「要不要我去拜訪他？」柯說，「我的ＥＱ很差！」「他再講，我就要抓狂了！」惹得現場一陣笑。柯最後裁示，由兵役局安排他去見國防部決策者政治作戰局長，也向里長表示，此案他會幫忙處理。地主國防部認為，該閒置空地是無償借用給居民，用途為「綠美化」，只能「種草、種花」，不能種農作物等經濟作物，否則就要有償租借。（記者游蓓茹攝）台北市長柯文哲昨日出席「市長與里長市政座談會松山區第三場」，聽取出席里長建言及相關官員說明，並做裁示。（記者方賓照攝）,23,2015-10-08,http://news.ltn.com.tw/news/local/paper/921996,2,ltn00402,〈台北都會〉國防部閒置地規定綠化 只能種花禁止種菜
402,松山區,柯文哲說，媒體可能都準備去跑下午的國民黨中常會了。（記者方賓照攝）〔即時新聞／綜合報導〕柯文哲從醫師變成台北市長後，一直是媒體寵兒，只要有他在的公開場合，就會出現被攝影機圍堵的畫面，但他今早召開里長會議時，攝影機卻好像少了幾台，他笑說，攝影可能都準備去跑國民黨下午的中常會了。《蘋果日報》報導，自柯文哲上任後，只要是公開場合，都會出現超過20台以上的攝影機跟著他，但今天出席「市長與里長市政座談會松山區第三場」時，現場卻僅剩15台攝影機。柯文哲受訪時笑稱，「可能準備去跑下午的國民黨」，還表示若採訪他的媒體減少「這樣才是正常」、「我還嫌太多」。,24,2015-10-07  11:07,http://news.ltn.com.tw/news/politics/breakingnews/1467782,2,ltn00403,訪柯媒體變少？柯P：可能準備去跑國民黨中常會
403,松山區,〔即時新聞／綜合報導〕歌手林俊傑近年來與多名女星傳出緋聞，感情狀態撲朔迷離，曾與「Weather Girls」成員林采薇交往5年後分手，以及和女模陳立泠維持9個月戀情，近日又被週刊拍到，帶1名長腿辣妹回家，引發熱烈討論。根據《壹週刊》報導，林俊傑6月27日凌晨從酒吧離開後，獨自開車到松山區一家KTV附近，1名穿著清涼的長腿女子隨即上車與林俊傑回家；2個小時過後，當時已是凌晨4點，林俊傑換上輕便家居服走到公園，與1名男子見面聊天，該名男子之後也隨著林俊傑返家。不久，一輛空的計程車開進林俊傑家，載走前後進入的1男1女至中山區，長腿妹下車後臉色不悅，與林俊傑在公園交談的男子則不斷安撫女子情緒。對此，林俊傑透過所屬的華納唱片表示，當天是和一群朋友約好，在家聚會聊天，強調只是「單純朋友的聚會」。,25,2015/10/07 08:29,http://news.ltn.com.tw/news/entertainment/breakingnews/1467631,2,ltn00404,林俊傑偕長腿妹返家 發現被拍討救兵？
404,松山區,〔記者徐義平、賀靜賢／台北報導〕房地產交易怪象多，從不足一坪的畸零地到電影院座位都能賣！根據實價交易紀錄，位於台北市長安東路、復興北路口的總督影城在今年四月份交易兩個座位，包含土地、建物持份，總價共四十萬元；房產業者研判，過去幾年該戲院已有四個座位交易紀錄，且價格一路水漲船高，買方應是考量整合股權或插旗都更。總督戲院李副理則表示，其實座位是指旁邊「金像獎戲院」，已歇業三、四年，與總督無關，兩戲院也沒有產權關係。據悉，當年芝麻百貨曾以座椅代表「股份持份」，後來百貨產權移轉，應是所有權人為了整合股權，才有「賣電影院座椅」的情形。根據實價網揭露資訊，三年內北市松山區至少有四筆約六個電影院座位交易資訊，分別是二○一三年六月、七月各有一筆十五萬元交易紀錄；去年四月、今年五月各有一筆三十六萬元、四十萬元分別買進兩個電影院座位，交易價格一路走揚；以今年四月該筆為例，土地持份約○．一七坪，換算每坪土地單價高達四二五萬元。對照地籍資料，這次買下戲院座位的是李方酒店管理集團，該集團旗下有皇家季節酒店等。李方集團在二○一○年砸下十八．二三億元標下新光人壽持有的西門町寶慶路近三五○坪土地，當時換算後每坪五二九萬元，創下當時西區素地新高價紀錄；這塊地兩年後以三十六．七九億元賣給中國信託人壽，拆算每坪土地單價達一○六八萬元，改寫當時素地天價。該集團還陸續以九億元買進南京東路三段上的「和成大樓」，後以十六億元賣給國泰集團蔡家大哥蔡政達的萬達投資；李方集團因買賣出手精準，成為房市快速崛起的神秘大咖。實價特殊交易案例,26,2015-10-07,http://news.ltn.com.tw/news/business/paper/921706,2,ltn00405,蝦米！ 40萬買2戲院座位產權
405,松山區,台北長庚醫院心臟內科醫師巫龍昇10月7日上午10時至11時，在該院中醫暨早療中心B1會議室（台北市松山區敦化北路199號）主講「心血管疾病與膽固醇的關係」。洽詢電話為（02）2713-5211轉3620。,27,2015-10-06,http://news.ltn.com.tw/news/life/paper/921450,2,ltn00406,《健康充電站》心血管疾病講座
406,松山區,〔記者徐義平／台北報導〕面對今年全國買賣移轉棟數陷入調查以來第二低的二十七萬棟保衛戰，房價也跟著出現轉折；根據房仲業者調查今年上半年各類坪數住宅的實價資訊，其中又以十五坪以下的套房價格修正較為明顯，相較去年上半年，約有二‧三六％的跌幅。住商不動產企劃研究室主任徐佳馨分析，現階段在政策與籌碼面不穩定的狀況下，住宅價格出現盤整，過往都會區十五坪以下的套房因總價相較親民，出租率相較高，向來是投資的熱門標的；但因遇到政策抑制房市投資需求，加上銀行貸款持續緊縮，又正處房市修正的階段，許多業主寧可及早獲利了結，此舉也造成小套房的價格出現下跌。比較今年上半年與去年同期北市十二個行政區的套房實價資訊，其中以松山區套房價格下跌約十‧三三％、跌幅最深；跌幅第二、三大的分別是信義區下跌九‧七一％、士林區跌六‧三五％。不過，也有些行政區的套房價格逆勢上揚，以萬華區漲幅最高，約八‧八三％，南港及文山區也有五％的漲幅。徐佳馨分析，多數行政區小坪數價格下修已成趨勢，因房屋稅稅基調整，持有成本提高，未來漲價空間又有限，投資客陸續拋出變現，而小坪數,28,2015-10-05,http://news.ltn.com.tw/news/business/paper/921101,2,ltn00407,房市低迷 北市套房重傷
407,松山區,〔即時新聞／綜合報導〕前台北市議員楊實秋遭國民黨開除黨籍，他曾直言自己「已脫離魔掌」，而後還宣布要參選台北市第7選區（信義區、南松山區）立委。他日前在政論節目上說：「感謝國民黨開除我黨籍。」因為這樣，他第一次收到外縣市的小額捐款，讓他非常感動。楊實秋在三立政論節目《驚爆新聞線》上談及開除黨籍議題，「感謝國民黨開除我黨籍。」他說，自己從民國78年起選了7屆的國民黨議員，從未收過外縣市的小額捐款，但最近卻收到來自屏東鹽埔、台東鹿野、台南玉井等等地方的捐款。甚至還有人捐了2張發票，各中了兩百塊。主持人呂惠敏還笑說：「現在知道民進黨支持者有多可愛了吧。」「我很坦白講，其實有些人過得比我還苦，可是他們願意支持我。如果不是國民黨開除我，我相信我永遠不會收到。」楊實秋當時他還沒有辦線上刷卡，要捐款必須特地到郵局辦，可能捐300塊還要再加上15塊手續費。楊實秋對此相當感動，「這樣子的感覺是我在國民黨40年的黨員、27年選舉，從來沒有碰過的。」他很感謝國民黨開除他，「我不知道台灣 還有這麼多可愛的人，他們對政治人物起碼還寄了一絲期望。」楊實秋強調他過去怎麼做，未來也怎麼做，否則就是愧對這些人。由於該選區人選眾多，楊實秋已表明和民進黨十一月做整合性民調，楊實秋說：「我當了20多年議員，我如果民調輸給這些新人，那代表我真的該退選了，這是天經地義的。」前台北市議員楊實秋表示「感謝國民黨開除」，第一次收到外縣市小額捐款讓他非常感動。（資料照，記者張嘉明攝）,29,2015-10-04  17:28,http://news.ltn.com.tw/news/politics/breakingnews/1465101,2,ltn00408,感謝國民黨開除！ 楊實秋超感動有人...
408,松山區,阿娟決定不選，讓民進黨急覓新人選。（資料照，圖由三立提供）〔即時新聞／綜合報導〕政論節目主持人「阿娟」陳斐娟決定不投入立委選戰。「阿娟」曾是民進黨主席、總統參選人蔡英文力邀的松山區立委「刺客」參選人選，但在幾經思考後，她仍婉拒，讓民進黨急覓新的人選。《聯合報》指出，精神科醫師潘建志先前放話，不惜違紀也要參選，為怕無法有效配票，阿娟選擇退出。民進黨先前多次協調陳、潘兩人，但潘堅持進行民調，由於潘較早表態參選，民調將對陳不利，建議潘是否可以採行其他選區的模式，但潘堅持反對。陳斐娟認為，應基於團結考慮其他方式來決定人選，但潘揚言違紀參選，她無法苟同。民進黨副秘書長洪耀福證實陳斐娟不選的消息，被問到是否有其他人選，或是就直接由放話要選的潘建志代表民進黨參選，他沒有正面回應，僅說「若有好的人選，當然可以考慮」。,30,2015-10-03  16:02,http://news.ltn.com.tw/news/politics/breakingnews/1464306,2,ltn00409,阿娟不選換潘建志？民進黨未正面回應
409,松山區,〔記者何世昌／台北報導〕台北市長柯文哲上任後推動「行動派出所」，今年七月起試辦六個月，不過三個月下來報案件數掛零。昨天警察局在市議會工作報告中，被質疑行動派出所效率差，市議員王世堅更轟「你政府有店面開，卻搶著擺路邊攤」，另「胖卡車根本在裝可愛」，讓警政威信蕩然無存。台北市警察局整併大同分局民族路派出所、建成派出所，並針對人口稠密區，選擇中山區中山二派出所、信義區三張犁派出所、松山區中崙派出所試辦「行動派出所」，今年七月一日起試辦六個月。不過試辦至今已三個月，行動派出所報案件數竟掛零，每日僅受理兩、三件的警政諮詢、問路等服務案。民眾游小姐說，寧夏夜市附近常見行動派出所在路上跑，但是行車速度慢影響車流，停在停車格裡面也霸占車位，沒看過有人去報案。市議員許家蓓也酸，「行動派出所」除了幫民眾、觀光客指路，未見其他顯著功能；市議員高嘉瑜說，不明白為什麼要有一輛車停在路邊、警員卻守在車旁；王世堅更砲轟，坐在派出所值勤台的員警，每天光接電話就能處理廿餘件服務案，行動派出所才兩、三件，「成效跟派出所相差千里！」警察局表示，「行動派出所」無法隨招隨攔，路邊要有停車格，否則違停，坦言報案數量不如預期。警察局長邱豐光說，明年評估存廢，若做得不好「該認錯會認錯」。王世堅提醒，「不要為了怕市長的政策出糗，你們就編數據給他」，要勇敢告訴柯Ｐ，「行動派出所是錯誤的政策」。,31,2015-10-02,http://news.ltn.com.tw/news/local/paper/920329,3,ltn00410,〈台北都會〉三個月零報案 行動派出所挨批
410,松山區,〔記者葉冠妤／台北報導〕台北市前天（廿八日）下午各新增一例本土與境外移入登革熱確診個案，截至昨天上午，已累計確診卅二例本土性登革熱個案及四十六例境外移入個案，衛生局特別提醒，風災過後，積水容器恐成為病媒蚊孳生溫床，市民應盡速清掃住家環境。衛生局疾管處長陳少卿說，新增的本土個案為廿歲松山區男性，八月中曾到台南打工換宿，九月五日出現發燒、頭痛及肌肉痠痛等症狀，返回新竹租屋處附近診所就醫，但症狀未有改善，七日及十一日再次到醫院就診，隨後即返家自主健康管理，三名同住接觸者均無疑似症狀。陳少卿說，境外移入個案則是松山區的十六歲男性，八月廿一日至九月廿六日曾至馬來西亞檳城洽公，廿六日出現發燒、肌肉痠痛症狀，入境機場時由檢疫人員採檢送驗，也到過住家附近診所就醫，症狀未改善，廿八日至大醫院就醫，將住院治療至症狀緩解才能出院，目前掌握共同生活接觸者一人，無疑似症狀。颱風過後應清除廢輪胎等積水容器，避免病媒蚊孳生。（記者林近攝）,32,2015-09-30,http://news.ltn.com.tw/news/local/paper/919750,3,ltn00411,〈台北都會〉北市登革熱增兩例 風災後速清積水
411,松山區,〔記者鍾泓良、郭安家、陳韋宗、湯佳玲、歐祥義／綜合報導〕強烈颱風「杜鵑」襲擊台灣，新店溪上游南勢溪原水濁度昨晚飆破兩萬ＮＴＵ，依照台北市自來水處ＳＯＰ，只要原水濁度超過一萬兩千ＮＴＵ就停止供水，目前雙北已有十九萬用戶停水，如果今天下午四點半之前，北水處仍無法取水，雙北一百五十三萬戶將陷停水危機。台電表示，杜鵑颱風一度造成全台近一百六十六萬戶停電，截至昨日晚間十時止，仍有八十六萬七千多戶停電中；停電地區中，以台中地區近廿五萬戶最多，其次為宜蘭縣十二萬八千戶、桃園市十二萬三千戶、新北市九萬三千多戶、雲林縣則有六萬八千多戶。八月初，蘇迪勒颱風造成全台史上最嚴重颱風停電災情，停電戶數超過四百萬戶。昨日台北自來水事業處如臨大敵，新店溪原水濁度直線飆升，上午原先只有約兩百廿ＮＴＵ，下午四點突破六千ＮＴＵ，達新版ＳＯＰ減壓取水標準；而不到半小時就飆至一萬兩千ＮＴＵ，達停水標準，下午四點半正式停水；晚間八點，原水濁度更達兩萬零五百ＮＴＵ。北水處長陳錦祥表示，若山區豪雨使濁度降不下來，復水時間只能一直延後。截至昨晚十二點截稿為止，雙北停水區域已突破第三圈，共計十九萬戶受影響；第一圈停水區為台北市天母、北投、陽明山、木柵等山區，以及新北市中、永和、新店等地勢較高區域，沒有使用水塔的一樓住戶也受影響。第二圈停水範圍，則包括士林市區、部分中山區、大直及內湖區一帶。第三圈包括北市文山區景美一帶、萬華區、大安區、松山區、信義區、大同區，還有中山區與中正區靠市區一帶，以及新北市三重區。如果今天下午四點半之前，北水處仍無法取水，停水區域將會涵蓋整個雙北地區，影響一百五十三萬戶用水。北水處表示，若必須停水，將啟動廿一處取水站，供應廿五．四萬噸的水源，約可供應台北市民四個小時的供應水量。強颱杜鵑挾帶風雨而來，新店溪上游的滾滾泥水傾洩而下，讓溪水水面不斷上漲。（記者叢昌瑾攝）憂心水質變壞，不少民眾到賣場搶購包裝水備用。（記者林正堃攝）,33,2015-09-29,http://news.ltn.com.tw/news/focus/paper/919468,3,ltn00412,原水濁度飆破2萬 雙北153萬戶恐停水
